# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x0801CFA4	0x0801D07B	thumb	UpdateNewsScroll
0x0801D07C	0x0801D09F	thumb	MysterGiftServer_CreateForNews
0x0801D0A0	0x0801D0C3	thumb	MysterGiftServer_CreateForCard
0x0801D0C4	0x0801D0FD	thumb	MysterGiftServer_Run
0x0801D100	0x0801D157	thumb	MysteryGiftServer_Init
0x0801D158	0x0801D179	thumb	MysteryGiftServer_Free
0x0801D17C	0x0801D187	thumb	MysteryGiftServer_InitSend
0x0801D188	0x0801D193	thumb	MysteryGiftServer_GetSendData
0x0801D194	0x0801D1AB	thumb	MysteryGiftServer_Compare
0x0801D1AC	0x0801D1B3	thumb	Server_Init
0x0801D1B4	0x0801D1B7	thumb	Server_Done
0x0801D1B8	0x0801D1D1	thumb	Server_Recv
0x0801D1D4	0x0801D1ED	thumb	Server_Send
0x0801D1F0	0x0801D46B	thumb	Server_Run
0x0801D46C	0x0801D483	thumb	MysteryGiftServer_CallFunc
0x0801D484	0x0801D4A7	thumb	MysteryGiftClient_Create
0x0801D4A8	0x0801D4E1	thumb	MysteryGiftClient_Run
0x0801D4E4	0x0801D4F3	thumb	MysteryGiftClient_AdvanceState
0x0801D4F4	0x0801D4FF	thumb	MysteryGiftClient_GetMsg
0x0801D500	0x0801D50B	thumb	MysteryGiftClient_SetParam
0x0801D50C	0x0801D559	thumb	MysteryGiftClient_Init
0x0801D55C	0x0801D57D	thumb	MysteryGiftClient_Free
0x0801D580	0x0801D599	thumb	MysteryGiftClient_CopyRecvScript
0x0801D59C	0x0801D5CF	thumb	MysteryGiftClient_InitSendWord
0x0801D5D0	0x0801D5F7	thumb	Client_Init
0x0801D5F8	0x0801D5FB	thumb	Client_Done
0x0801D5FC	0x0801D619	thumb	Client_Recv
0x0801D61C	0x0801D639	thumb	Client_Send
0x0801D63C	0x0801D80F	thumb	Client_Run
0x0801D810	0x0801D827	thumb	Client_Wait
0x0801D828	0x0801D85F	thumb	Client_RunMysteryEventScript
0x0801D860	0x0801D893	thumb	Client_RunBufferScript
0x0801D894	0x0801D8BF	thumb	MysteryGiftClient_CallFunc
0x0801D8C0	0x0801D8CB	thumb	MysteryGiftLink_Recv
0x0801D8CC	0x0801D8D7	thumb	MysteryGiftLink_Send
0x0801D8D8	0x0801D903	thumb	MysteryGiftLink_Init
0x0801D904	0x0801D927	thumb	MysteryGiftLink_InitSend
0x0801D928	0x0801D937	thumb	MysteryGiftLink_InitRecv
0x0801D938	0x0801D953	thumb	MGL_ReceiveBlock
0x0801D954	0x0801D975	thumb	MGL_HasReceived
0x0801D978	0x0801D985	thumb	MGL_ResetReceived
0x0801D988	0x0801DA5B	thumb	MGL_Receive
0x0801DA5C	0x0801DB67	thumb	MGL_Send
0x0801DB68	0x0801DBBD	thumb	WonderNews_SetReward
0x0801DBC0	0x0801DBDB	thumb	WonderNews_Reset
0x0801DBDC	0x0801DC1F	thumb	WonderNews_IncrementStepCounter
0x0801DC20	0x0801DCAB	thumb	WonderNews_GetRewardInfo
0x0801DCAC	0x0801DCCB	thumb	GetRewardItem
0x0801DCCC	0x0801DCD7	thumb	ResetSentRewardCounter
0x0801DCD8	0x0801DD0F	thumb	IncrementSentRewardCounter
0x0801DD10	0x0801DD41	thumb	IncrementRewardCounter
0x0801DD44	0x0801DD95	thumb	GetRewardType
0x0801DD98	0x0801DDCF	thumb	EnterUnionRoomChat
0x0801DDD0	0x0801DE2F	thumb	InitUnionRoomChat
0x0801DE30	0x0801DE53	thumb	FreeUnionRoomChat
0x0801DE54	0x0801DF1F	thumb	CB2_LoadInterface
0x0801DF20	0x0801DF35	thumb	VBlankCB_UnionRoomChatMain
0x0801DF38	0x0801DF51	thumb	CB2_UnionRoomChatMain
0x0801DF54	0x0801DFAB	thumb	Task_HandlePlayerInput
0x0801DFAC	0x0801E02D	thumb	Chat_Join
0x0801E030	0x0801E11D	thumb	Chat_HandleInput
0x0801E120	0x0801E23F	thumb	Chat_Switch
0x0801E240	0x0801E45D	thumb	Chat_AskQuitChatting
0x0801E460	0x0801E5C1	thumb	Chat_Exit
0x0801E5C4	0x0801E667	thumb	Chat_Drop
0x0801E668	0x0801E761	thumb	Chat_Disbanded
0x0801E764	0x0801E835	thumb	Chat_SendMessage
0x0801E838	0x0801E977	thumb	Chat_Register
0x0801E978	0x0801EBD3	thumb	Chat_SaveAndExit
0x0801EBD4	0x0801EBE3	thumb	SetChatFunction
0x0801EBE4	0x0801EC93	thumb	HandleDPadInput
0x0801EC94	0x0801ED67	thumb	AppendTextToMessage
0x0801ED68	0x0801ED93	thumb	DeleteLastMessageCharacter
0x0801ED94	0x0801EDC3	thumb	SwitchCaseOfLastMessageCharacter
0x0801EDC4	0x0801EDDD	thumb	ChatMessageIsNotEmpty
0x0801EDE0	0x0801EE0F	thumb	RegisterTextAtRow
0x0801EE10	0x0801EE2B	thumb	ResetMessageEntryBuffer
0x0801EE2C	0x0801EE6B	thumb	SaveRegisteredTexts
0x0801EE6C	0x0801EE83	thumb	GetRegisteredTextByRow
0x0801EE84	0x0801EEA7	thumb	GetEndOfMessagePtr
0x0801EEA8	0x0801EED7	thumb	GetLastCharOfMessagePtr
0x0801EED8	0x0801EF1B	thumb	GetNumOverflowCharsInMessage
0x0801EF1C	0x0801EF21	thumb	PrepareSendBuffer_Null
0x0801EF24	0x0801EF4B	thumb	PrepareSendBuffer_Join
0x0801EF4C	0x0801EF7B	thumb	PrepareSendBuffer_Chat
0x0801EF7C	0x0801EFA7	thumb	PrepareSendBuffer_Leave
0x0801EFA8	0x0801EFCF	thumb	PrepareSendBuffer_Drop
0x0801EFD0	0x0801EFF7	thumb	PrepareSendBuffer_Disband
0x0801EFF8	0x0801F0AF	thumb	ProcessReceivedChatMessage
0x0801F0B0	0x0801F0BB	thumb	GetCurrentKeyboardPage
0x0801F0BC	0x0801F0CF	thumb	GetCurrentKeyboardColAndRow
0x0801F0D0	0x0801F0DB	thumb	GetMessageEntryBuffer
0x0801F0DC	0x0801F0E9	thumb	GetLengthOfMessageEntry
0x0801F0EC	0x0801F111	thumb	GetBufferSelectionRegion
0x0801F114	0x0801F143	thumb	GetLimitedMessageStartPtr
0x0801F144	0x0801F17F	thumb	GetLimitedMessageStartPos
0x0801F180	0x0801F18B	thumb	GetLastReceivedMessage
0x0801F18C	0x0801F197	thumb	GetReceivedPlayerIndex
0x0801F198	0x0801F1A3	thumb	GetTextEntryCursorPosition
0x0801F1A4	0x0801F1CD	thumb	GetShouldShowCaseToggleIcon
0x0801F1D0	0x0801F1DB	thumb	GetChatHostName
0x0801F1DC	0x0801F2B3	thumb	InitUnionRoomChatRegisteredTexts
0x0801F2B4	0x0801F4CF	thumb	Task_ReceiveChatMessage
0x0801F4D0	0x0801F533	thumb	TryAllocDisplay
0x0801F534	0x0801F543	thumb	IsDisplaySubtask0Active
0x0801F544	0x0801F573	thumb	FreeDisplay
0x0801F574	0x0801F57F	thumb	InitDisplay
0x0801F580	0x0801F5B7	thumb	ResetDisplaySubtasks
0x0801F5B8	0x0801F5EB	thumb	RunDisplaySubtasks
0x0801F5EC	0x0801F643	thumb	StartDisplaySubtask
0x0801F644	0x0801F657	thumb	IsDisplaySubtaskActive
0x0801F658	0x0801F6F5	thumb	Display_LoadGfx
0x0801F6F8	0x0801F72D	thumb	Display_ShowKeyboardSwapMenu
0x0801F730	0x0801F765	thumb	Display_HideKeyboardSwapMenu
0x0801F768	0x0801F7D1	thumb	Display_SwitchPages
0x0801F7D4	0x0801F7DF	thumb	Display_MoveKeyboardCursor
0x0801F7E0	0x0801F82B	thumb	Display_AskQuitChatting
0x0801F82C	0x0801F86F	thumb	Display_DestroyYesNoDialog
0x0801F870	0x0801F8DB	thumb	Display_UpdateMessageBuffer
0x0801F8DC	0x0801F981	thumb	Display_AskRegisterText
0x0801F984	0x0801FA29	thumb	Display_CancelRegister
0x0801FA2C	0x0801FA65	thumb	Display_ReturnToKeyboard
0x0801FA68	0x0801FB41	thumb	Display_ScrollChat
0x0801FB44	0x0801FB6D	thumb	Display_AnimateKeyboardCursor
0x0801FB70	0x0801FBB1	thumb	Display_PrintInputText
0x0801FBB4	0x0801FBF5	thumb	Display_PrintExitingChat
0x0801FBF8	0x0801FC49	thumb	Display_PrintLeaderLeft
0x0801FC4C	0x0801FC99	thumb	Display_AskSave
0x0801FC9C	0x0801FCE9	thumb	Display_AskOverwriteSave
0x0801FCEC	0x0801FD2D	thumb	Display_PrintSavingDontTurnOff
0x0801FD30	0x0801FD85	thumb	Display_PrintSavedTheGame
0x0801FD88	0x0801FDD5	thumb	Display_AskConfirmLeaderLeave
0x0801FDD8	0x0801FDDB	thumb	Display_Dummy
0x0801FDDC	0x0801FEBB	thumb	AddYesNoMenuAt
0x0801FEBC	0x0801FEE3	thumb	HideYesNoMenuWindow
0x0801FEE4	0x0801FF07	thumb	DestroyYesNoMenuWindow
0x0801FF08	0x0801FF15	thumb	ProcessMenuInput
0x0801FF18	0x08020093	thumb	AddStdMessageWindow
0x08020094	0x080200C7	thumb	HideStdMessageWindow
0x080200C8	0x080200EB	thumb	DestroyStdMessageWindow
0x080200EC	0x08020115	thumb	FillTextEntryWindow
0x08020118	0x080201A1	thumb	DrawTextEntryMessage
0x080201A4	0x0802031F	thumb	PrintCurrentKeyboardPage
0x08020320	0x08020365	thumb	SlideKeyboardPageOut
0x08020368	0x080203AD	thumb	SlideKeyboardPageIn
0x080203B0	0x0802040B	thumb	ShowKeyboardSwapMenu
0x0802040C	0x0802041F	thumb	HideKeyboardSwapMenu
0x08020420	0x0802047D	thumb	PrintChatMessage
0x08020480	0x08020537	thumb	ResetGpuBgState
0x08020538	0x08020583	thumb	SetBgTilemapBuffers
0x08020584	0x080205B3	thumb	ClearBg0
0x080205B4	0x08020603	thumb	LoadKeyboardWindowGfx
0x08020604	0x0802067F	thumb	LoadChatWindowGfx
0x08020680	0x080206A3	thumb	LoadChatUnkPalette
0x080206A4	0x080206CF	thumb	LoadChatMessagesWindow
0x080206D0	0x080206E7	thumb	DrawKeyboardWindow
0x080206E8	0x0802073F	thumb	LoadTextEntryWindow
0x08020740	0x0802076F	thumb	LoadKeyboardSwapWindow
0x08020770	0x080207BF	thumb	InitScanlineEffect
0x080207C0	0x08020817	thumb	UpdateSlidingKeyboard
0x08020818	0x0802088F	thumb	FinishSlidingKeyboard
0x08020890	0x080208CF	thumb	TryAllocSprites
0x080208D0	0x080208E7	thumb	FreeSprites
0x080208E8	0x0802091B	thumb	CreateKeyboardCursorSprite
0x0802091C	0x0802093B	thumb	SetKeyboardCursorInvisibility
0x0802093C	0x080209AB	thumb	MoveKeyboardCursor
0x080209AC	0x080209DF	thumb	SetRegisteredTextPalette
0x080209E0	0x08020A1B	thumb	StartKeyboardCursorAnim
0x08020A1C	0x08020A67	thumb	TryKeyboardCursorReopen
0x08020A68	0x08020ABB	thumb	CreateTextEntrySprites
0x08020ABC	0x08020AF1	thumb	SpriteCB_TextEntryCursor
0x08020AF4	0x08020B1D	thumb	SpriteCB_TextEntryArrow
0x08020B20	0x08020B7F	thumb	CreateRButtonSprites
0x08020B80	0x08020BFF	thumb	UpdateRButtonLabel
0x08020C00	0x08020C0B	thumb	GetBerryCrushGame
0x08020C0C	0x08020C6F	thumb	QuitBerryCrush
0x08020C70	0x08020D8B	thumb	StartBerryCrush
0x08020D8C	0x08020E1B	thumb	GetBerryFromBag
0x08020E1C	0x08020E3B	thumb	ChooseBerry
0x08020E3C	0x08020E4B	thumb	BerryCrush_SetVBlankCB
0x08020E4C	0x08020E57	thumb	BerryCrush_InitVBlankCB
0x08020E58	0x08020F73	thumb	SaveResults
0x08020F74	0x08020F85	thumb	VBlankCB
0x08020F88	0x08020F9D	thumb	MainCB
0x08020FA0	0x08020FC3	thumb	MainTask
0x08020FC4	0x0802104B	thumb	SetNamesAndTextSpeed
0x0802104C	0x0802130B	thumb	ShowGameDisplay
0x0802130C	0x0802144D	thumb	HideGameDisplay
0x08021450	0x08021487	thumb	UpdateGame
0x08021488	0x080214A7	thumb	ResetCrusherPos
0x080214A8	0x08021607	thumb	CreateBerrySprites
0x08021608	0x080216A7	thumb	SpriteCB_DropBerryIntoCrusher
0x080216A8	0x080216DF	thumb	BerryCrushFreeBerrySpriteGfx
0x080216E0	0x080218D3	thumb	UpdateInputEffects
0x080218D4	0x08021941	thumb	AreEffectsFinished
0x08021944	0x080219C7	thumb	FramesToMinSec
0x080219C8	0x08021A27	thumb	PrintTextCentered
0x08021A28	0x08021D33	thumb	PrintResultsText
0x08021D34	0x0802206F	thumb	PrintCrushingResults
0x08022070	0x0802222B	thumb	OpenResultsWindow
0x0802222C	0x0802224F	thumb	CloseResultsWindow
0x08022250	0x080224CF	thumb	Task_ShowRankings
0x080224D0	0x08022523	thumb	ShowBerryCrushRankings
0x08022524	0x08022553	thumb	PrintTimer
0x08022554	0x08022587	thumb	HideTimer
0x08022588	0x080225FF	thumb	CreatePlayerNameWindows
0x08022600	0x080226CF	thumb	DrawPlayerNameWindows
0x080226D0	0x0802272D	thumb	CopyPlayerNameWindowGfxToBg
0x08022730	0x0802295F	thumb	CreateGameSprites
0x08022960	0x08022A1D	thumb	DestroyGameSprites
0x08022A20	0x08022A49	thumb	SpriteCB_Impact
0x08022A4C	0x08022A93	thumb	SpriteCB_Sparkle_End
0x08022A94	0x08022B27	thumb	SpriteCB_Sparkle
0x08022B28	0x08022BEB	thumb	SpriteCB_Sparkle_Init
0x08022BEC	0x08022C57	thumb	RunOrScheduleCommand
0x08022C58	0x08022CAF	thumb	Cmd_BeginNormalPaletteFade
0x08022CB0	0x08022D13	thumb	Cmd_WaitPaletteFade
0x08022D14	0x08022E1B	thumb	Cmd_PrintMessage
0x08022E1C	0x08022E3B	thumb	Cmd_ShowGameDisplay
0x08022E3C	0x08022E5B	thumb	Cmd_HideGameDisplay
0x08022E5C	0x08022EA9	thumb	Cmd_SignalReadyToBegin
0x08022EAC	0x08022F03	thumb	Cmd_AskPickBerry
0x08022F04	0x08022F1B	thumb	Cmd_GoToBerryPouch
0x08022F1C	0x0802306F	thumb	Cmd_WaitForOthersToPickBerries
0x08023070	0x080231B5	thumb	Cmd_DropBerriesIntoCrusher
0x080231B8	0x080232E9	thumb	Cmd_DropLid
0x080232EC	0x0802339B	thumb	Cmd_Countdown
0x0802339C	0x08023555	thumb	HandlePartnerInput
0x08023558	0x080236B5	thumb	UpdateLeaderGameState
0x080236B8	0x0802385B	thumb	HandlePlayerInput
0x0802385C	0x080238EF	thumb	RecvLinkData
0x080238F0	0x08023997	thumb	Cmd_PlayGame_Leader
0x08023998	0x08023A2D	thumb	Cmd_PlayGame_Member
0x08023A30	0x08023BBF	thumb	Cmd_FinishGame
0x08023BC0	0x08023CAB	thumb	Cmd_HandleTimeUp
0x08023CAC	0x08024045	thumb	Cmd_TabulateResults
0x08024048	0x08024133	thumb	Cmd_ShowResults
0x08024134	0x08024227	thumb	Cmd_SaveGame
0x08024228	0x080242DF	thumb	Cmd_AskPlayAgain
0x080242E0	0x080243B9	thumb	Cmd_CommunicatePlayAgainResponses
0x080243BC	0x08024443	thumb	Cmd_PlayAgain
0x08024444	0x08024505	thumb	Cmd_StopGame
0x08024508	0x08024565	thumb	Cmd_CloseLink
0x08024568	0x08024575	thumb	Cmd_Quit
0x08024578	0x08024603	thumb	ResetGame
0x08024604	0x08024641	thumb	SetPaletteFadeArgs
0x08024644	0x08024667	thumb	SetPrintMessageArgs
0x08024668	0x0802467B	thumb	DecryptBerryPowder
0x0802467C	0x0802468F	thumb	SetBerryPowder
0x08024690	0x080246AB	thumb	ApplyNewEncryptionKeyToBerryPowder
0x080246AC	0x080246D3	thumb	HasEnoughBerryPowder_
0x080246D4	0x080246FD	thumb	HasEnoughBerryPowder
0x08024700	0x0802473F	thumb	GiveBerryPowder
0x08024740	0x0802477B	thumb	TakeBerryPowder_
0x0802477C	0x080247BB	thumb	TakeBerryPowder
0x080247BC	0x080247D3	thumb	GetBerryPowder
0x080247D4	0x0802482B	thumb	PrintBerryPowderAmount
0x0802482C	0x0802488B	thumb	DrawPlayerPowderAmount
0x0802488C	0x080248AF	thumb	PrintPlayerBerryPowderAmount
0x080248B0	0x08024917	thumb	DisplayBerryPowderVendorMenu
0x08024918	0x0802493B	thumb	RemoveBerryPowderVendorMenu
0x0802493C	0x08024A1B	thumb	StartDodrioBerryPicking
0x08024A1C	0x08024A2D	thumb	ResetTasksAndSprites
0x08024A30	0x08024BC5	thumb	InitDodrioGame
0x08024BC8	0x08024D4B	thumb	Task_StartDodrioGame
0x08024D4C	0x08024D83	thumb	Task_DodrioGame_Leader
0x08024D84	0x08024DBB	thumb	Task_DodrioGame_Member
0x08024DBC	0x08024DFD	thumb	DoGameIntro
0x08024E00	0x08024E35	thumb	InitCountdown
0x08024E38	0x08024F0F	thumb	DoCountdown
0x08024F10	0x08024F37	thumb	WaitGameStart
0x08024F38	0x08024FFB	thumb	PlayGame_Leader
0x08024FFC	0x080250D1	thumb	PlayGame_Member
0x080250D4	0x08025155	thumb	WaitEndGame_Leader
0x08025158	0x0802516F	thumb	WaitEndGame_Member
0x08025170	0x08025197	thumb	AllLinkBlocksReceived
0x08025198	0x0802522F	thumb	InitResults_Leader
0x08025230	0x08025323	thumb	InitResults_Member
0x08025324	0x0802546D	thumb	DoResults
0x08025470	0x08025643	thumb	AskPlayAgain
0x08025644	0x080256AB	thumb	EndLink
0x080256AC	0x08025757	thumb	ExitGame
0x08025758	0x0802589B	thumb	ResetGame
0x0802589C	0x0802590F	thumb	Task_NewGameIntro
0x08025910	0x080259FB	thumb	Task_CommunicateMonInfo
0x080259FC	0x08025C0B	thumb	RecvLinkData_Gameplay
0x08025C0C	0x08025D01	thumb	RecvLinkData_ReadyToEnd
0x08025D04	0x08025D4F	thumb	RecvLinkData_Leader
0x08025D50	0x08025E0B	thumb	SendLinkData_Leader
0x08025E0C	0x08025ED7	thumb	RecvLinkData_Member
0x08025ED8	0x08025F45	thumb	SendLinkData_Member
0x08025F48	0x08026041	thumb	HandleSound_Leader
0x08026044	0x080261C9	thumb	HandleSound_Member
0x080261CC	0x080261E1	thumb	CB2_DodrioGame
0x080261E4	0x080261F5	thumb	VBlankCB_DodrioGame
0x080261F8	0x08026209	thumb	InitMonInfo
0x0802620C	0x08026219	thumb	CreateTask_
0x0802621C	0x0802623F	thumb	CreateDodrioGameTask
0x08026240	0x08026263	thumb	SetGameFunc
0x08026264	0x080262BF	thumb	SlideTreeBordersOut
0x080262C0	0x08026323	thumb	InitFirstWaveOfBerries
0x08026324	0x08026633	thumb	HandlePickBerries
0x08026634	0x0802671B	thumb	TryPickBerry
0x0802671C	0x08026987	thumb	UpdateFallingBerries
0x08026988	0x08026A85	thumb	UpdateBerrySprites
0x08026A88	0x08026AC7	thumb	UpdateAllDodrioAnims
0x08026AC8	0x08026AF3	thumb	SetAllDodrioDisabled
0x08026AF4	0x08026B27	thumb	UpdateGame_Leader
0x08026B28	0x08026B5B	thumb	UpdateGame_Member
0x08026B5C	0x08026BB7	thumb	GetActiveBerryColumns
0x08026BB8	0x08026C25	thumb	AllPlayersReadyToStart
0x08026C28	0x08026C4F	thumb	ResetReadyToStart
0x08026C50	0x08026C8F	thumb	ReadyToEndGame_Leader
0x08026C90	0x08026D1B	thumb	ReadyToEndGame_Member
0x08026D1C	0x08026D8B	thumb	TryIncrementDifficulty
0x08026D8C	0x08026DAF	thumb	GetPlayerIdAtColumn
0x08026DB0	0x08026E6D	thumb	GetNewBerryId
0x08026E70	0x08026EE9	thumb	GetNewBerryIdByDifficulty
0x08026EEC	0x08026F19	thumb	IsTotalBerriesMissedOver10
0x08026F1C	0x08027231	thumb	IncrementBerryResult
0x08027234	0x080272A3	thumb	UpdateBerriesPickedInRow
0x080272A4	0x080272E7	thumb	SetMaxBerriesPickedInRow
0x080272E8	0x080273EF	thumb	ResetForPlayAgainPrompt
0x080273F0	0x0802745B	thumb	SetRandomPrize
0x0802745C	0x0802749B	thumb	GetBerriesPicked
0x0802749C	0x08027517	thumb	TryUpdateRecords
0x08027518	0x08027553	thumb	UpdatePickStateQueue
0x08027554	0x08027605	thumb	HandleWaitPlayAgainInput
0x08027608	0x0802762B	thumb	ResetPickState
0x0802762C	0x0802764F	thumb	GetPrizeItemId
0x08027650	0x0802765F	thumb	GetNumPlayers
0x08027660	0x0802769F	thumb	GetPlayerName
0x080276A0	0x080276BF	thumb	GetBerryResult
0x080276C0	0x08027745	thumb	GetScore
0x08027748	0x0802778B	thumb	GetHighestScore
0x0802778C	0x080277CF	thumb	GetHighestBerryResult
0x080277D0	0x0802784B	thumb	GetScoreByRanking
0x0802784C	0x0802793B	thumb	SetScoreResults
0x0802793C	0x0802795B	thumb	GetScoreResults
0x0802795C	0x080279C7	thumb	GetScoreRanking
0x080279C8	0x08027A27	thumb	TryGivePrize
0x08027A28	0x08027A37	thumb	IncrementWithLimit
0x08027A38	0x08027A47	thumb	Min
0x08027A48	0x08027A5B	thumb	GetPlayerIdByPos
0x08027A5C	0x08027AAB	thumb	IsDodrioInParty
0x08027AAC	0x08027ACB	thumb	ShowDodrioBerryPickingRecords
0x08027ACC	0x08027BE9	thumb	Task_ShowDodrioBerryPickingRecords
0x08027BEC	0x08027D1F	thumb	PrintRecordsText
0x08027D20	0x08027D37	thumb	Debug_UpdateNumPlayers
0x08027D38	0x08027DCF	thumb	Debug_SetPlayerNamesAndResults
0x08027DD0	0x08027DFB	thumb	SendPacket_ReadyToStart
0x08027DFC	0x08027E2D	thumb	RecvPacket_ReadyToStart
0x08027E30	0x08028163	thumb	SendPacket_GameState
0x08028164	0x080282E9	thumb	RecvPacket_GameState
0x080282EC	0x08028317	thumb	SendPacket_PickState
0x08028318	0x0802834F	thumb	RecvPacket_PickState
0x08028350	0x08028373	thumb	SendPacket_ReadyToEnd
0x08028374	0x080283A5	thumb	RecvPacket_ReadyToEnd
0x080283A8	0x08028407	thumb	LoadDodrioGfx
0x08028408	0x080284A7	thumb	CreateDodrioSprite
0x080284A8	0x080284C9	thumb	SpriteCB_Dodrio
0x080284CC	0x08028503	thumb	StartDodrioMissedAnim
0x08028504	0x0802853B	thumb	StartDodrioIntroAnim
0x0802853C	0x080285A9	thumb	DoDodrioMissedAnim
0x080285AC	0x08028613	thumb	DoDodrioIntroAnim
0x08028614	0x08028653	thumb	FreeDodrioSprites
0x08028654	0x0802868B	thumb	SetDodrioInvisibility
0x0802868C	0x080286B3	thumb	SetAllDodrioInvisibility
0x080286B4	0x080286DF	thumb	SetDodrioAnim
0x080286E0	0x080286E1	thumb	SpriteCB_Status
0x080286E4	0x08028733	thumb	InitStatusBarPos
0x08028734	0x080287E3	thumb	CreateStatusBarSprites
0x080287E4	0x08028827	thumb	FreeStatusBar
0x08028828	0x080288D3	thumb	DoStatusBarIntro
0x080288D4	0x080289E7	thumb	UpdateStatusBarAnim
0x080289E8	0x08028A33	thumb	SetStatusBarInvisibility
0x08028A34	0x08028A87	thumb	LoadBerryGfx
0x08028A88	0x08028B7F	thumb	CreateBerrySprites
0x08028B80	0x08028BF7	thumb	FreeBerrySprites
0x08028BF8	0x08028C2F	thumb	SetBerryInvisibility
0x08028C30	0x08028C7B	thumb	SetBerryIconsInvisibility
0x08028C7C	0x08028CA3	thumb	SetBerryYPos
0x08028CA4	0x08028CCF	thumb	SetBerryAnim
0x08028CD0	0x08028CF3	thumb	UnusedSetSpritePos
0x08028CF4	0x08028D43	thumb	SpriteCB_Cloud
0x08028D44	0x08028DFB	thumb	CreateCloudSprites
0x08028DFC	0x08028E4B	thumb	ResetCloudPos
0x08028E4C	0x08028E83	thumb	StartCloudMovement
0x08028E84	0x08028EC7	thumb	FreeCloudSprites
0x08028EC8	0x08028F13	thumb	SetCloudInvisibility
0x08028F14	0x08028FCB	thumb	GetDodrioXPos
0x08028FCC	0x08028FF5	thumb	ResetBerryAndStatusBarSprites
0x08028FF8	0x08029029	thumb	LoadWindowFrameGfx
0x0802902C	0x0802903B	thumb	LoadUserWindowFrameGfx
0x0802903C	0x08029073	thumb	ResetGfxState
0x08029074	0x08029171	thumb	DrawYesNoMessageWindow
0x08029174	0x08029271	thumb	DrawMessageWindow
0x08029274	0x080292D3	thumb	InitGameGfx
0x080292D4	0x080292DD	thumb	FreeAllWindowBuffers_
0x080292E0	0x08029313	thumb	SetGfxFuncById
0x08029314	0x08029337	thumb	Task_TryRunGfxFunc
0x08029338	0x0802943D	thumb	LoadGfx
0x08029440	0x080296A7	thumb	ShowNames
0x080296A8	0x0802988B	thumb	PrintRankedScores
0x0802988C	0x0802A00F	thumb	ShowResults
0x0802A010	0x0802A37F	thumb	Msg_WantToPlayAgain
0x0802A380	0x0802A453	thumb	Msg_SavingDontTurnOff
0x0802A454	0x0802A533	thumb	Msg_CommunicationStandby
0x0802A534	0x0802A587	thumb	EraseMessage
0x0802A588	0x0802A6FB	thumb	Msg_SomeoneDroppedOut
0x0802A6FC	0x0802A727	thumb	StopGfxFuncs
0x0802A728	0x0802A729	thumb	GfxIdle
0x0802A72C	0x0802A75B	thumb	SetGfxFunc
0x0802A75C	0x0802A76F	thumb	GetGfxFunc
0x0802A770	0x0802A791	thumb	IsGfxFuncActive
0x0802A794	0x0802A7A7	thumb	GetPlayAgainState
0x0802A7A8	0x0802A8E7	thumb	InitBgs
0x0802A8E8	0x0802A9A7	thumb	LoadBgGfx
0x0802A9A8	0x0802AA47	thumb	StartPokemonJump
0x0802AA48	0x0802AA5F	thumb	FreePokemonJump
0x0802AA60	0x0802AA93	thumb	InitGame
0x0802AA94	0x0802AB1F	thumb	ResetForNewGame
0x0802AB20	0x0802AB97	thumb	InitPlayerAndJumpTypes
0x0802AB98	0x0802ABFF	thumb	ResetPlayersForNewGame
0x0802AC00	0x0802AC2B	thumb	GetPokemonJumpSpeciesIdx
0x0802AC2C	0x0802AC55	thumb	InitJumpMonInfo
0x0802AC58	0x0802AC69	thumb	VBlankCB_PokemonJump
0x0802AC6C	0x0802AC81	thumb	CB2_PokemonJump
0x0802AC84	0x0802AC9F	thumb	SetPokeJumpTask
0x0802ACA0	0x0802AE13	thumb	Task_StartPokemonJump
0x0802AE14	0x0802AE4F	thumb	SetLinkTimeInterval
0x0802AE50	0x0802AEA3	thumb	SetFunc_Leader
0x0802AEA4	0x0802AF7F	thumb	RecvLinkData_Leader
0x0802AF80	0x0802B007	thumb	Task_PokemonJump_Leader
0x0802B008	0x0802B043	thumb	SendLinkData_Leader
0x0802B044	0x0802B077	thumb	SetFunc_Member
0x0802B078	0x0802B193	thumb	RecvLinkData_Member
0x0802B194	0x0802B1FB	thumb	Task_PokemonJump_Member
0x0802B1FC	0x0802B247	thumb	SendLinkData_Member
0x0802B248	0x0802B29B	thumb	GameIntro_Leader
0x0802B29C	0x0802B2D3	thumb	GameIntro_Member
0x0802B2D4	0x0802B31B	thumb	WaitRound_Leader
0x0802B31C	0x0802B365	thumb	WaitRound_Member
0x0802B368	0x0802B3B3	thumb	GameRound_Leader
0x0802B3B4	0x0802B3D3	thumb	GameRound_Member
0x0802B3D4	0x0802B46F	thumb	GameOver_Leader
0x0802B470	0x0802B4CB	thumb	GameOver_Member
0x0802B4CC	0x0802B567	thumb	AskPlayAgain_Leader
0x0802B568	0x0802B5C7	thumb	AskPlayAgain_Member
0x0802B5C8	0x0802B625	thumb	ResetGame_Leader
0x0802B628	0x0802B661	thumb	ResetGame_Member
0x0802B664	0x0802B6B7	thumb	ExitGame
0x0802B6B8	0x0802B703	thumb	GivePrize_Leader
0x0802B704	0x0802B71D	thumb	GivePrize_Member
0x0802B720	0x0802B7DF	thumb	SavePokeJump
0x0802B7E0	0x0802B8CB	thumb	DoGameIntro
