# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x080DED74	thumb	ResetContestLinkResults
0x080DEDA8	thumb	SaveContestWinner
0x080DEFA8	thumb	GetContestWinnerSaveIdx
0x080DF040	thumb	ClearContestWinnerPicsInContestHall
0x080DF080	thumb	SetContestLiveUpdateFlags
0x080DF250	thumb	CalculateContestLiveUpdateData
0x080DF4F8	thumb	SetConestLiveUpdateTVData
0x080DF704	thumb	ContestDebugToggleBitfields
0x080DF750	thumb	ContestDebugPrintBitStrings
0x080DF940	thumb	GetMonNicknameLanguage
0x080DF9D4	thumb	StripPlayerNameForLinkContest
0x080DF9E0	thumb	StripMonNameForLinkContest
0x080DFA08	thumb	StripPlayerAndMonNamesForLinkContest
0x080DFA78	thumb	CreateShopMenu
0x080DFB4C	thumb	SetShopMenuCallback
0x080DFB58	thumb	SetShopItemsForSale
0x080DFB88	thumb	Task_ShopMenu
0x080DFBD0	thumb	Task_HandleShopMenuBuy
0x080DFC0C	thumb	Task_HandleShopMenuSell
0x080DFC48	thumb	CB2_ExitSellMenu
0x080DFC68	thumb	Task_HandleShopMenuQuit
0x080DFCA4	thumb	Task_GoToBuyOrSellMenu
0x080DFCE0	thumb	MapPostLoadHook_ReturnToShopMenu
0x080DFCF8	thumb	Task_ReturnToShopMenu
0x080DFD44	thumb	ShowShopMenuAfterExitingBuyOrSellMenu
0x080DFD64	thumb	CB2_BuyMenu
0x080DFD80	thumb	VBlankCB_BuyMenu
0x080DFD94	thumb	CB2_InitBuyMenu
0x080DFEFC	thumb	BuyMenuFreeMemory
0x080DFF2C	thumb	BuyMenuBuildListMenuTemplate
0x080E0000	thumb	BuyMenuSetListEntry
0x080E003C	thumb	BuyMenuPrintItemDescriptionAndShowItemIcon
0x080E0114	thumb	BuyMenuPrintPriceInList
0x080E01C8	thumb	BuyMenuAddScrollIndicatorArrows
0x080E0224	thumb	BuyMenuRemoveScrollIndicatorArrows
0x080E0250	thumb	BuyMenuPrintCursor
0x080E0284	thumb	BuyMenuAddItemIcon
0x080E031C	thumb	BuyMenuRemoveItemIcon
0x080E036C	thumb	BuyMenuInitBgs
0x080E0424	thumb	BuyMenuDecompressBgGraphics
0x080E0468	thumb	BuyMenuInitWindows
0x080E04A4	thumb	BuyMenuPrint
0x080E04E8	thumb	BuyMenuDisplayMessage
0x080E0524	thumb	BuyMenuDrawGraphics
0x080E0570	thumb	BuyMenuDrawMapGraphics
0x080E0584	thumb	BuyMenuDrawMapBg
0x080E0670	thumb	BuyMenuDrawMapMetatile
0x080E0734	thumb	BuyMenuDrawMapMetatileLayer
0x080E075C	thumb	BuyMenuCollectObjectEventData
0x080E08F0	thumb	BuyMenuDrawObjectEvents
0x080E0A14	thumb	BuyMenuCheckIfObjectEventOverlapsMenuBg
0x080E0A40	thumb	BuyMenuCopyMenuBgToBg1TilemapBuffer
0x080E0A88	thumb	BuyMenuCheckForOverlapWithMenuBg
0x080E0AC8	thumb	Task_BuyMenu
0x080E0CA4	thumb	Task_BuyHowManyDialogueInit
0x080E0D88	thumb	Task_BuyHowManyDialogueHandleInput
0x080E0EAC	thumb	BuyMenuConfirmPurchase
0x080E0EDC	thumb	BuyMenuTryMakePurchase
0x080E0F88	thumb	BuyMenuSubtractMoney
0x080E100C	thumb	Task_ReturnToItemListAfterItemPurchase
0x080E1078	thumb	Task_ReturnToItemListAfterDecorationPurchase
0x080E10A0	thumb	BuyMenuReturnToItemList
0x080E10EC	thumb	BuyMenuPrintItemQuantityAndPrice
0x080E1168	thumb	ExitBuyMenu
0x080E11B0	thumb	Task_ExitBuyMenu
0x080E11E4	thumb	ClearItemPurchases
0x080E1204	thumb	RecordItemPurchase
0x080E1284	thumb	CreatePokemartMenu
0x080E12A8	thumb	CreateDecorationShop1Menu
0x080E12C8	thumb	CreateDecorationShop2Menu
0x080E12E8	thumb	SetEscalatorMetatile
0x080E1444	thumb	Task_DrawEscalator
0x080E150C	thumb	CreateEscalatorTask
0x080E1558	thumb	StartEscalator
0x080E1570	thumb	StopEscalator
0x080E1584	thumb	IsEscalatorMoving
0x080E15B8	thumb	ClearEnigmaBerries
0x080E15E4	thumb	SetEnigmaBerry
0x080E1610	thumb	GetEnigmaBerryChecksum
0x080E162C	thumb	IsEnigmaBerryValid
0x080E167C	thumb	GetBerryInfo
0x080E16C0	thumb	GetBerryTreeInfo
0x080E16DC	thumb	ObjectEventInteractionWaterBerryTree
0x080E1738	thumb	IsPlayerFacingEmptyBerryTreePatch
0x080E1770	thumb	TryToWaterBerryTree
0x080E1794	thumb	ClearBerryTrees
0x080E17C8	thumb	BerryTreeGrow
0x080E1870	thumb	BerryTreeTimeUpdate
0x080E191C	thumb	PlantBerryTree
0x080E1984	thumb	RemoveBerryTree
0x080E19AC	thumb	GetBerryTypeByBerryTreeId
0x080E19C8	thumb	GetStageByBerryTreeId
0x080E19E8	thumb	ItemIdToBerryType
0x080E1A10	thumb	BerryTypeToItemId
0x080E1A38	thumb	GetBerryNameByBerryType
0x080E1A58	thumb	GetBerryCountStringByBerryType
0x080E1A78	thumb	AllowBerryTreeGrowth
0x080E1A90	thumb	BerryTreeGetNumStagesWatered
0x080E1ACC	thumb	GetNumStagesWateredByBerryTreeId
0x080E1AE4	thumb	CalcBerryYieldInternal
0x080E1B38	thumb	CalcBerryYield
0x080E1B64	thumb	GetBerryCountByBerryTreeId
0x080E1B7C	thumb	GetStageDurationByBerryType
0x080E1B94	thumb	ObjectEventInteractionGetBerryTreeData
0x080E1C2C	thumb	ObjectEventInteractionGetBerryName
0x080E1C54	thumb	ObjectEventInteractionGetBerryCountString
0x080E1C94	thumb	Bag_ChooseBerry
0x080E1CA4	thumb	ObjectEventInteractionPlantBerryTree
0x080E1CDC	thumb	ObjectEventInteractionPickBerryTree
0x080E1D28	thumb	ObjectEventInteractionRemoveBerryTree
0x080E1D5C	thumb	PlayerHasBerries
0x080E1D6C	thumb	SetBerryTreesSeen
0x080E1E08	thumb	ScriptMenu_Multichoice
0x080E1E58	thumb	ScriptMenu_MultichoiceWithDefault
0x080E1EB8	thumb	GetLengthWithExpandedPlayerName
0x080E1EFC	thumb	DrawMultichoiceMenu
0x080E1FBC	thumb	InitMultichoiceCheckWrap
0x080E2058	thumb	Task_HandleMultichoiceInput
0x080E2108	thumb	ScriptMenu_YesNo
0x080E2140	thumb	IsScriptActive
0x080E215C	thumb	Task_HandleYesNoInput
0x080E21D0	thumb	ScriptMenu_MultichoiceGrid
0x080E2308	thumb	Task_HandleMultichoiceGridInput
0x080E236C	thumb	ScriptMenu_CreatePCMultichoice
0x080E239C	thumb	CreatePCMultichoice
0x080E2514	thumb	ScriptMenu_DisplayPCStartupPrompt
0x080E2548	thumb	ScriptMenu_CreateLilycoveSSTidalMultichoice
0x080E2578	thumb	CreateLilycoveSSTidalMultichoice
0x080E2878	thumb	GetLilycoveSSTidalSelection
0x080E2898	thumb	Task_PokemonPicWindow
0x080E2900	thumb	ScriptMenu_ShowPokemonPic
0x080E29C4	thumb	ScriptMenu_HidePokemonPic
0x080E29FC	thumb	IsPicboxClosed
0x080E2A1C	thumb	CreateWindowFromRect
0x080E2A78	thumb	ClearToTransparentAndRemoveWindow
0x080E2A94	thumb	DrawLinkServicesMultichoiceMenu
0x080E2B7C	thumb	ScriptMenu_CreateStartMenuForPokenavTutorial
0x080E2BAC	thumb	CreateStartMenuForPokenavTutorial
0x080E2CC4	thumb	InitMultichoiceNoWrap
0x080E2D10	thumb	DisplayTextAndGetWidthInternal
0x080E2D2C	thumb	DisplayTextAndGetWidth
0x080E2D40	thumb	ConvertPixelWidthToTileWidth
0x080E2D5C	thumb	ScriptMenu_AdjustLeftCoordFromWidth
0x080E2D78	thumb	DoNamingScreen
0x080E2E04	thumb	CB2_LoadNamingScreen
0x080E2EA8	thumb	NamingScreen_Init
0x080E2FA4	thumb	SetSpritesVisible
0x080E2FE4	thumb	NamingScreen_InitBGs
0x080E3194	thumb	CreateNamingScreenTask
0x080E31B0	thumb	Task_NamingScreen
0x080E3244	thumb	PageToNextGfxId
0x080E3254	thumb	CurrentPageToNextKeyboardId
0x080E3274	thumb	CurrentPageToKeyboardId
0x080E3294	thumb	MainState_FadeIn
0x080E335C	thumb	MainState_WaitFadeIn
0x080E3398	thumb	MainState_HandleInput
0x080E33A8	thumb	MainState_MoveToOKButton
0x080E33D8	thumb	MainState_PressedOKButton
0x080E3448	thumb	MainState_FadeOut
0x080E347C	thumb	MainState_Exit
0x080E34E4	thumb	DisplaySentToPCMessage
0x080E3604	thumb	MainState_WaitSentToPCMessage
0x080E3640	thumb	MainState_StartPageSwap
0x080E3680	thumb	MainState_WaitPageSwap
0x080E373C	thumb	StartPageSwapAnim
0x080E375C	thumb	Task_HandlePageSwapAnim
0x080E3794	thumb	IsPageSwapAnimNotInProgress
0x080E37B4	thumb	PageSwapAnimState_Init
0x080E37DC	thumb	PageSwapAnimState_1
0x080E3870	thumb	PageSwapAnimState_2
0x080E3904	thumb	PageSwapAnimState_Done
0x080E3920	thumb	CreateButtonFlashTask
0x080E3948	thumb	TryStartButtonFlash
0x080E39BC	thumb	Task_UpdateButtonFlash
0x080E3A74	thumb	GetButtonPalOffset
0x080E3AE8	thumb	RestoreButtonColor
0x080E3B10	thumb	StartButtonFlash
0x080E3B30	thumb	SpriteCB_Cursor
0x080E3C20	thumb	SpriteCB_InputArrow
0x080E3C6C	thumb	SpriteCB_Underscore
0x080E3CC8	thumb	CreateSprites
0x080E3CE4	thumb	CreateCursorSprite
0x080E3D78	thumb	SetCursorPos
0x080E3DFC	thumb	GetCursorPos
0x080E3E28	thumb	MoveCursorToOKButton
0x080E3E3C	thumb	SetCursorInvisibility
0x080E3E94	thumb	SetCursorFlashing
0x080E3ED8	thumb	SquishCursor
0x080E3F04	thumb	IsCursorAnimFinished
0x080E3F30	thumb	GetKeyRoleAtCursorPos
0x080E3F70	thumb	GetCurrentPageColumnCount
0x080E3F8C	thumb	CreatePageSwapButtonSprites
0x080E4050	thumb	StartPageSwapButtonAnim
0x080E4084	thumb	SpriteCB_PageSwap
0x080E40AC	thumb	PageSwapSprite_Init
0x080E4100	thumb	PageSwapSprite_Idle
0x080E4104	thumb	PageSwapSprite_SlideOff
0x080E4178	thumb	PageSwapSprite_SlideOn
0x080E41B8	thumb	SetPageSwapButtonGfx
0x080E4218	thumb	CreateBackOkSprites
0x080E4290	thumb	CreateTextEntrySprites
0x080E4354	thumb	CreateInputTargetIcon
0x080E4380	thumb	NamingScreen_NoIcon
0x080E4384	thumb	NamingScreen_CreatePlayerIcon
0x080E43E0	thumb	NamingScreen_CreatePCIcon
0x080E4420	thumb	NamingScreen_CreateMonIcon
0x080E447C	thumb	NamingScreen_CreateWaldaDadIcon
0x080E44BC	thumb	HandleKeyboardEvent
0x080E450C	thumb	KeyboardKeyHandler_Character
0x080E4558	thumb	KeyboardKeyHandler_Page
0x080E4580	thumb	KeyboardKeyHandler_Backspace
0x080E45A4	thumb	KeyboardKeyHandler_OK
0x080E45E0	thumb	SwapKeyboardPage
0x080E45F8	thumb	CreateInputHandlerTask
0x080E460C	thumb	GetInputEvent
0x080E4630	thumb	SetInputState
0x080E465C	thumb	Task_HandleInput
0x080E468C	thumb	Input_Disabled
0x080E4694	thumb	Input_Enabled
0x080E46E8	thumb	Input_Override
0x080E46F0	thumb	HandleDpadMovement
0x080E4894	thumb	DrawNormalTextEntryBox
0x080E48E8	thumb	DrawMonTextEntryBox
0x080E4964	thumb	DrawTextEntryBox
0x080E498C	thumb	TryDrawGenderIcon
0x080E49B8	thumb	DummyGenderIcon
0x080E49BC	thumb	DrawGenderIcon
0x080E4A2C	thumb	GetCharAtKeyboardPos
0x080E4A60	thumb	GetTextEntryPosition
0x080E4AB4	thumb	GetPreviousTextCaretPosition
0x080E4AF8	thumb	DeleteTextCharacter
0x080E4B54	thumb	AddTextCharacter
0x080E4BBC	thumb	BufferCharacter
0x080E4BE4	thumb	SaveInputText
0x080E4C54	thumb	LoadGfx
0x080E4CB8	thumb	CreateHelperTasks
0x080E4CC8	thumb	LoadPalettes
0x080E4CF8	thumb	DrawBgTilemap
0x080E4D0C	thumb	NamingScreen_Dummy
0x080E4D10	thumb	DrawTextEntry
0x080E4DE4	thumb	PrintKeyboardKeys
0x080E4E5C	thumb	DrawKeyboardPageOnDeck
0x080E4EF0	thumb	PrintControls
0x080E4F58	thumb	CB2_NamingScreen
0x080E4F70	thumb	ResetVHBlank
0x080E4F84	thumb	SetVBlank
0x080E4F94	thumb	VBlankCB_NamingScreen
0x080E501C	thumb	NamingScreen_ShowBgs
0x080E503C	thumb	IsWideLetter
0x080E5074	thumb	Debug_NamingScreenPlayer
0x080E509C	thumb	Debug_NamingScreenBox
0x080E50C4	thumb	Debug_NamingScreenCaughtMon
0x080E50EC	thumb	Debug_NamingScreenNickname
0x080E5114	thumb	GetMoney
0x080E5128	thumb	SetMoney
0x080E513C	thumb	IsEnoughMoney
0x080E5154	thumb	AddMoney
0x080E518C	thumb	RemoveMoney
0x080E51B0	thumb	IsEnoughForCostInVar0x8005
0x080E51D4	thumb	SubtractMoneyFromVar0x8005
0x080E51F4	thumb	PrintMoneyAmountInMoneyBox
0x080E5214	thumb	PrintMoneyAmount
0x080E5298	thumb	PrintMoneyAmountInMoneyBoxWithBorder
0x080E52D4	thumb	ChangeAmountInMoneyBox
0x080E52EC	thumb	DrawMoneyBox
0x080E5384	thumb	HideMoneyBox
0x080E53AC	thumb	AddMoneyLabelObject
0x080E53F4	thumb	RemoveMoneyLabelObject
0x080E5414	thumb	AreMovesContestCombo
0x080E547C	thumb	ContestEffect_HighlyAppealing
0x080E5480	thumb	ContestEffect_UserMoreEasilyStartled
0x080E54B0	thumb	ContestEffect_GreatAppealButNoMoreMoves
0x080E54E0	thumb	ContestEffect_RepetitionNotBoring
0x080E5534	thumb	ContestEffect_AvoidStartleOnce
0x080E5560	thumb	ContestEffect_AvoidStartle
0x080E5590	thumb	ContestEffect_AvoidStartleSlightly
0x080E55BC	thumb	ContestEffect_UserLessEasilyStartled
0x080E55EC	thumb	ContestEffect_StartleFrontMon
0x080E5664	thumb	ContestEffect_StartlePrevMons
0x080E56E0	thumb	ContestEffect_StartlePrevMon2
0x080E5718	thumb	ContestEffect_StartlePrevMons2
0x080E57CC	thumb	ContestEffect_ShiftJudgeAttention
0x080E588C	thumb	ContestEffect_StartleMonWithJudgesAttention
0x080E5938	thumb	ContestEffect_JamsOthersButMissOneTurn
0x080E5970	thumb	ContestEffect_StartleMonsSameTypeAppeal
0x080E59B0	thumb	ContestEffect_StartleMonsCoolAppeal
0x080E59D0	thumb	ContestEffect_StartleMonsBeautyAppeal
0x080E59F0	thumb	ContestEffect_StartleMonsCuteAppeal
0x080E5A10	thumb	ContestEffect_StartleMonsSmartAppeal
0x080E5A30	thumb	ContestEffect_StartleMonsToughAppeal
0x080E5A50	thumb	ContestEffect_MakeFollowingMonNervous
0x080E5AD4	thumb	ContestEffect_MakeFollowingMonsNervous
0x080E5CD4	thumb	ContestEffect_WorsenConditionOfPrevMons
0x080E5D7C	thumb	ContestEffect_BadlyStartlesMonsInGoodCondition
0x080E5E04	thumb	ContestEffect_BetterIfFirst
0x080E5E5C	thumb	ContestEffect_BetterIfLast
0x080E5EB4	thumb	ContestEffect_AppealAsGoodAsPrevOnes
0x080E5F64	thumb	ContestEffect_AppealAsGoodAsPrevOne
0x080E5FE4	thumb	ContestEffect_BetterWhenLater
0x080E6068	thumb	ContestEffect_QualityDependsOnTiming
0x080E611C	thumb	ContestEffect_BetterIfSameType
0x080E620C	thumb	ContestEffect_BetterIfDiffType
0x080E62B8	thumb	ContestEffect_AffectedByPrevAppeal
0x080E6334	thumb	ContestEffect_ImproveConditionPreventNervousness
0x080E6398	thumb	ContestEffect_BetterWithGoodCondition
0x080E63E8	thumb	ContestEffect_NextAppealEarlier
0x080E6520	thumb	ContestEffect_NextAppealLater
0x080E6664	thumb	ContestEffect_MakeScramblingTurnOrderEasier
0x080E6668	thumb	ContestEffect_ScrambleNextTurnOrder
0x080E6778	thumb	ContestEffect_ExciteAudienceInAnyContest
0x080E67BC	thumb	ContestEffect_BadlyStartleMonsWithGoodAppeals
0x080E6868	thumb	ContestEffect_BetterWhenAudienceExcited
0x080E68EC	thumb	ContestEffect_DontExciteAudience
0x080E6934	thumb	JamByMoveCategory
0x080E69C8	thumb	CanUnnerveContestant
0x080E6A2C	thumb	WasAtLeastOneOpponentJammed
0x080E6B3C	thumb	JamContestant
0x080E6B70	thumb	RoundTowardsZero
0x080E6BB4	thumb	RoundUp
0x080E6BE8	thumb	RecordMixingPlayerSpotTriggered
0x080E6BF8	thumb	SetSrcLookupPointers
0x080E6CA0	thumb	PrepareUnknownExchangePacket
0x080E6D54	thumb	PrepareExchangePacketForRubySapphire
0x080E6E24	thumb	PrepareExchangePacket
0x080E6F60	thumb	ReceiveExchangePacket
0x080E70F4	thumb	PrintTextOnRecordMixing
0x080E7128	thumb	Task_RecordMixing_SoundEffect
0x080E715C	thumb	Task_RecordMixing_Main
0x080E7324	thumb	Task_MixingRecordsRecv
0x080E756C	thumb	Task_SendPacket
0x080E7630	thumb	Task_CopyReceiveBuffer
0x080E776C	thumb	Task_WaitReceivePacket
0x080E77A0	thumb	Task_ReceivePacket
0x080E77D4	thumb	Task_SendPacket_SwitchToReceive
0x080E77FC	thumb	LoadPtrFromTaskData
0x080E7808	thumb	StorePtrInTaskData
0x080E7810	thumb	GetMultiplayerId_
0x080E7820	thumb	GetPlayerRecvBuffer
0x080E7830	thumb	ShufflePlayerIndices
0x080E78C4	thumb	ReceiveOldManData
0x080E7948	thumb	ReceiveBattleTowerData
0x080E7A14	thumb	ReceiveLilycoveLadyData
0x080E7A9C	thumb	GetDaycareMailItemId
0x080E7AA4	thumb	SwapDaycareMail
0x080E7B2C	thumb	CalculateDaycareMailRandSum
0x080E7B54	thumb	GetDaycareMailRandSum
0x080E7B60	thumb	ReceiveDaycareMailData
0x080E7F68	thumb	ReceiveGiftItem
0x080E7FF8	thumb	Task_DoRecordMixing
0x080E8110	thumb	GetSavedApprentices
0x080E8260	thumb	GetPlayerHallRecords
0x080E841C	thumb	IsApprenticeAlreadySaved
0x080E8468	thumb	ReceiveApprenticeData
0x080E8578	thumb	GetNewHallRecords
0x080E8880	thumb	FillWinStreakRecords1P
0x080E88CC	thumb	FillWinStreakRecords2P
0x080E8924	thumb	SaveHighestWinStreakRecords
0x080E89AC	thumb	ReceiveRankingHallRecords
0x080E89F8	thumb	GetRecordMixingDaycareMail
0x080E8A54	thumb	SanitizeDaycareMailForRuby
0x080E8ABC	thumb	SanitizeRubyBattleTowerRecord
0x080E8AC0	thumb	SanitizeEmeraldBattleTowerRecord
0x080E8AF0	thumb	ClearSecretBase
0x080E8B28	thumb	ClearSecretBases
0x080E8B58	thumb	SetCurSecretBaseId
0x080E8B6C	thumb	TrySetCurSecretBaseIndex
0x080E8BC8	thumb	CheckPlayerHasSecretBase
0x080E8BF8	thumb	GetSecretBaseTypeInFrontOfPlayer_
0x080E8C98	thumb	GetSecretBaseTypeInFrontOfPlayer
0x080E8CB0	thumb	FindMetatileIdMapCoords
0x080E8D4C	thumb	ToggleSecretBaseEntranceMetatile
0x080E8DF4	thumb	GetNameLength
0x080E8E18	thumb	SetPlayerSecretBase
0x080E8EE0	thumb	SetOccupiedSecretBaseEntranceMetatiles
0x080E8F9C	thumb	SetSecretBaseWarpDestination
0x080E8FD0	thumb	Task_EnterSecretBase
0x080E9068	thumb	EnterSecretBase
0x080E909C	thumb	SecretBaseMapPopupEnabled
0x080E90C8	thumb	EnterNewlyCreatedSecretBase_WaitFadeIn
0x080E9108	thumb	EnterNewlyCreatedSecretBase_StartFadeIn
0x080E916C	thumb	Task_EnterNewlyCreatedSecretBase
0x080E91F8	thumb	EnterNewlyCreatedSecretBase
0x080E9214	thumb	CurMapIsSecretBase
0x080E9238	thumb	InitSecretBaseAppearance
0x080E933C	thumb	InitSecretBaseDecorationSprites
0x080E9578	thumb	HideSecretBaseDecorationSprites
0x080E95D4	thumb	SetSecretBaseOwnerGfxId
0x080E9608	thumb	SetCurSecretBaseIdFromPosition
0x080E9668	thumb	WarpIntoSecretBase
0x080E9680	thumb	TrySetCurSecretBase
0x080E96A4	thumb	Task_WarpOutOfSecretBase
0x080E9728	thumb	WarpOutOfSecretBase
0x080E9744	thumb	IsCurSecretBaseOwnedByAnotherPlayer
0x080E9780	thumb	GetSecretBaseName
0x080E97EC	thumb	GetSecretBaseMapName
0x080E980C	thumb	CopyCurSecretBaseOwnerName_StrVar1
0x080E9878	thumb	IsSecretBaseRegistered
0x080E98AC	thumb	GetAverageEVs
0x080E9914	thumb	SetPlayerSecretBaseParty
0x080E9A90	thumb	ClearAndLeaveSecretBase
0x080E9AC0	thumb	MoveOutOfSecretBase
0x080E9AD0	thumb	ClosePlayerSecretBaseEntrance
0x080E9B70	thumb	MoveOutOfSecretBaseFromOutside
0x080E9BA8	thumb	GetNumRegisteredSecretBases
0x080E9BDC	thumb	GetCurSecretBaseRegistrationValidity
0x080E9C2C	thumb	ToggleCurSecretBaseRegistry
0x080E9C74	thumb	ShowSecretBaseDecorationMenu
0x080E9C88	thumb	ShowSecretBaseRegistryMenu
0x080E9C9C	thumb	Task_ShowSecretBaseRegistryMenu
0x080E9D2C	thumb	BuildRegistryMenuItems
0x080E9DEC	thumb	RegistryMenu_OnCursorMove
0x080E9E00	thumb	FinalizeRegistryMenu
0x080E9E44	thumb	AddRegistryMenuScrollArrows
0x080E9E90	thumb	HandleRegistryMenuInput
0x080E9F20	thumb	ShowRegistryMenuActions
0x080E9FB0	thumb	HandleRegistryMenuActionsInput
0x080E9FFC	thumb	ShowRegistryMenuDeleteConfirmation
0x080EA06C	thumb	ShowRegistryMenuDeleteYesNo
0x080EA08C	thumb	DeleteRegistry_Yes_Callback
0x080EA120	thumb	DeleteRegistry_Yes
0x080EA13C	thumb	DeleteRegistry_No
0x080EA18C	thumb	ReturnToMainRegistryMenu
0x080EA1D0	thumb	GoToSecretBasePCRegisterMenu
0x080EA20C	thumb	GetSecretBaseOwnerType
0x080EA250	thumb	GetSecretBaseTrainerLoseText
0x080EA2E4	thumb	PrepSecretBaseBattleFlags
0x080EA30C	thumb	SetBattledOwnerFromResult
0x080EA354	thumb	GetSecretBaseOwnerAndState
0x080EA3E4	thumb	SecretBasePerStepCallback
0x080EA828	thumb	SaveSecretBase
0x080EA8D4	thumb	SecretBasesHaveSameTrainerId
0x080EA904	thumb	SecretBasesHaveSameTrainerName
0x080EA950	thumb	SecretBasesBelongToSamePlayer
0x080EA990	thumb	GetSecretBaseIndexFromId
0x080EA9D8	thumb	FindAvailableSecretBaseIndex
0x080EAA18	thumb	FindUnregisteredSecretBaseIndex
0x080EAA64	thumb	TrySaveFriendsSecretBase
0x080EAAF4	thumb	SortSecretBasesByRegistryStatus
0x080EABA4	thumb	TrySaveFriendsSecretBases
0x080EABDC	thumb	SecretBaseBelongsToPlayer
0x080EAC5C	thumb	DeleteFirstOldBaseFromPlayerInRecordMixingFriendsRecords
0x080EAD14	thumb	ClearDuplicateOwnedSecretBase
0x080EAD94	thumb	ClearDuplicateOwnedSecretBases
0x080EAE90	thumb	TrySaveRegisteredDuplicate
0x080EAEB4	thumb	TrySaveRegisteredDuplicates
0x080EAEF4	thumb	SaveRecordMixBases
0x080EAF80	thumb	ReceiveSecretBasesData
0x080EB18C	thumb	ClearJapaneseSecretBases
0x080EB1AC	thumb	InitSecretBaseVars
0x080EB218	thumb	CheckLeftFriendsSecretBase
0x080EB290	thumb	CheckInteractedWithFriendsDollDecor
0x080EB2C8	thumb	CheckInteractedWithFriendsCushionDecor
0x080EB300	thumb	DeclinedSecretBaseBattle
0x080EB368	thumb	WonSecretBaseBattle
0x080EB3D0	thumb	LostSecretBaseBattle
0x080EB438	thumb	DrewSecretBaseBattle
0x080EB498	thumb	CheckInteractedWithFriendsPosterDecor
0x080EB56C	thumb	CheckInteractedWithFriendsFurnitureBottom
0x080EB9E0	thumb	CheckInteractedWithFriendsFurnitureMiddle
0x080EBB28	thumb	CheckInteractedWithFriendsFurnitureTop
0x080EBE7C	thumb	CheckInteractedWithFriendsSandOrnament
0x080EBEE0	thumb	ClearTVShowData
0x080EBF3C	thumb	GetRandomActiveShowIdx
0x080EBFF4	thumb	FindAnyTVShowOnTheAir
0x080EC044	thumb	UpdateTVScreensOnMap
0x080EC0CC	thumb	SetTVMetatilesOnMap
0x080EC130	thumb	TurnOffTVScreen
0x080EC14C	thumb	TurnOnTVScreen
0x080EC168	thumb	GetSelectedTVShow
0x080EC18C	thumb	FindFirstActiveTVShowThatIsNotAMassOutbreak
0x080EC1D4	thumb	GetNextActiveShowIfMassOutbreak
0x080EC21C	thumb	ResetGabbyAndTy
0x080EC31C	thumb	GabbyAndTyBeforeInterview
0x080EC448	thumb	GabbyAndTyAfterInterview
0x080EC4E8	thumb	TakeGabbyAndTyOffTheAir
0x080EC504	thumb	GabbyAndTyGetBattleNum
0x080EC530	thumb	IsGabbyAndTyShowOnTheAir
0x080EC548	thumb	GabbyAndTyGetLastQuote
0x080EC58C	thumb	GabbyAndTyGetLastBattleTrivia
0x080EC5D8	thumb	GetGabbyAndTyLocalIds
0x080EC6BC	thumb	InterviewAfter
0x080EC728	thumb	TryPutPokemonTodayOnAir
0x080EC8A4	thumb	InitWorldOfMastersShowAttempt
0x080EC8FC	thumb	TryPutPokemonTodayFailedOnTheAir
0x080EC9E8	thumb	StorePlayerIdInRecordMixShow
0x080ECA10	thumb	StorePlayerIdInNormalShow
0x080ECA38	thumb	InterviewAfter_ContestLiveUpdates
0x080ECB00	thumb	PutBattleUpdateOnTheAir
0x080ECC04	thumb	Put3CheersForPokeblocksOnTheAir
0x080ECD00	thumb	PutFanClubSpecialOnTheAir
0x080ECDA4	thumb	ContestLiveUpdates_Init
0x080ECDF4	thumb	ContestLiveUpdates_SetRound2Placing
0x080ECE34	thumb	ContestLiveUpdates_SetWinnerAppealFlag
0x080ECE74	thumb	ContestLiveUpdates_SetWinnerMoveUsed
0x080ECEB4	thumb	ContestLiveUpdates_SetLoserData
0x080ECF5C	thumb	InterviewAfter_BravoTrainerPokemonProfile
0x080ED03C	thumb	BravoTrainerPokemonProfile_BeforeInterview1
0x080ED090	thumb	BravoTrainerPokemonProfile_BeforeInterview2
0x080ED164	thumb	InterviewAfter_BravoTrainerBattleTowerProfile
0x080ED238	thumb	TryPutSmartShopperOnAir
0x080ED320	thumb	PutNameRaterShowOnTheAir
0x080ED430	thumb	StartMassOutbreak
0x080ED4DC	thumb	PutLilycoveContestLadyShowOnTheAir
0x080ED548	thumb	InterviewAfter_FanClubLetter
0x080ED5B8	thumb	InterviewAfter_RecentHappenings
0x080ED610	thumb	InterviewAfter_PkmnFanClubOpinions
0x080ED714	thumb	InterviewAfter_Dummy
0x080ED718	thumb	TryStartRandomMassOutbreak
0x080ED808	thumb	EndMassOutbreak
0x080ED888	thumb	UpdateTVShowsPerDay
0x080ED8B4	thumb	UpdateTimeBeforeMassOutbreak
0x080ED924	thumb	TryEndMassOutbreak
0x080ED950	thumb	RecordFishingAttemptForTV
0x080ED9A8	thumb	TryPutFishingAdviceOnAir
0x080EDA3C	thumb	SetPokemonAnglerSpecies
0x080EDA48	thumb	ResolveWorldOfMastersShow
0x080EDA80	thumb	TryPutWorldOfMastersOnAir
0x080EDB44	thumb	TryPutTodaysRivalTrainerOnAir
0x080EDC60	thumb	TryPutTrendWatcherOnAir
0x080EDCE8	thumb	TryPutTreasureInvestigatorsOnAir
0x080EDD78	thumb	TryPutFindThatGamerOnAir
0x080EDE70	thumb	AlertTVThatPlayerPlayedSlotMachine
