# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x080905D4	thumb	MovementType_FaceDownAndLeft_Step2
0x08090618	thumb	MovementType_FaceDownAndLeft_Step3
0x08090648	thumb	MovementType_FaceDownAndLeft_Step4
0x08090690	thumb	MovementType_FaceDownAndRight
0x080906B4	thumb	MovementType_FaceDownAndRight_callback
0x080906D4	thumb	MovementType_FaceDownAndRight_Step0
0x080906E8	thumb	MovementType_FaceDownAndRight_Step1
0x08090714	thumb	MovementType_FaceDownAndRight_Step2
0x08090758	thumb	MovementType_FaceDownAndRight_Step3
0x08090788	thumb	MovementType_FaceDownAndRight_Step4
0x080907D0	thumb	MovementType_FaceDownUpAndLeft
0x080907F4	thumb	MovementType_FaceDownUpAndLeft_callback
0x08090814	thumb	MovementType_FaceDownUpAndLeft_Step0
0x08090828	thumb	MovementType_FaceDownUpAndLeft_Step1
0x08090854	thumb	MovementType_FaceDownUpAndLeft_Step2
0x08090898	thumb	MovementType_FaceDownUpAndLeft_Step3
0x080908C8	thumb	MovementType_FaceDownUpAndLeft_Step4
0x08090910	thumb	MovementType_FaceDownUpAndRight
0x08090934	thumb	MovementType_FaceDownUpAndRight_callback
0x08090954	thumb	MovementType_FaceDownUpAndRight_Step0
0x08090968	thumb	MovementType_FaceDownUpAndRight_Step1
0x08090994	thumb	MovementType_FaceDownUpAndRight_Step2
0x080909D8	thumb	MovementType_FaceDownUpAndRight_Step3
0x08090A08	thumb	MovementType_FaceDownUpAndRight_Step4
0x08090A50	thumb	MovementType_FaceUpRightAndLeft
0x08090A74	thumb	MovementType_FaceUpRightAndLeft_callback
0x08090A94	thumb	MovementType_FaceUpLeftAndRight_Step0
0x08090AA8	thumb	MovementType_FaceUpLeftAndRight_Step1
0x08090AD4	thumb	MovementType_FaceUpLeftAndRight_Step2
0x08090B18	thumb	MovementType_FaceUpLeftAndRight_Step3
0x08090B48	thumb	MovementType_FaceUpLeftAndRight_Step4
0x08090B90	thumb	MovementType_FaceDownRightAndLeft
0x08090BB4	thumb	MovementType_FaceDownRightAndLeft_callback
0x08090BD4	thumb	MovementType_FaceDownLeftAndRight_Step0
0x08090BE8	thumb	MovementType_FaceDownLeftAndRight_Step1
0x08090C14	thumb	MovementType_FaceDownLeftAndRight_Step2
0x08090C58	thumb	MovementType_FaceDownLeftAndRight_Step3
0x08090C88	thumb	MovementType_FaceDownLeftAndRight_Step4
0x08090CD0	thumb	MovementType_RotateCounterclockwise
0x08090CF4	thumb	MovementType_RotateCounterclockwise_callback
0x08090D14	thumb	MovementType_RotateCounterclockwise_Step0
0x08090D40	thumb	MovementType_RotateCounterclockwise_Step1
0x08090D64	thumb	MovementType_RotateCounterclockwise_Step2
0x08090D90	thumb	MovementType_RotateCounterclockwise_Step3
0x08090DD4	thumb	MovementType_RotateClockwise
0x08090DF8	thumb	MovementType_RotateClockwise_callback
0x08090E18	thumb	MovementType_RotateClockwise_Step0
0x08090E44	thumb	MovementType_RotateClockwise_Step1
0x08090E68	thumb	MovementType_RotateClockwise_Step2
0x08090E94	thumb	MovementType_RotateClockwise_Step3
0x08090ED8	thumb	MovementType_WalkBackAndForth
0x08090EFC	thumb	MovementType_WalkBackAndForth_callback
0x08090F1C	thumb	MovementType_WalkBackAndForth_Step0
0x08090F30	thumb	MovementType_WalkBackAndForth_Step1
0x08090F68	thumb	MovementType_WalkBackAndForth_Step2
0x08091020	thumb	MovementType_WalkBackAndForth_Step3
0x08091048	thumb	MovementType_WalkSequence_Step0
0x0809105C	thumb	MoveNextDirectionInSequence
0x08091110	thumb	MovementType_WalkSequence_Step2
0x08091138	thumb	MovementType_WalkSequenceUpRightLeftDown
0x0809115C	thumb	MovementType_WalkSequenceUpRightLeftDown_callback
0x0809117C	thumb	MovementType_WalkSequenceUpRightLeftDown_Step1
0x080911C4	thumb	MovementType_WalkSequenceRightLeftDownUp
0x080911E8	thumb	MovementType_WalkSequenceRightLeftDownUp_callback
0x08091208	thumb	MovementType_WalkSequenceRightLeftDownUp_Step1
0x08091250	thumb	MovementType_WalkSequenceDownUpRightLeft
0x08091274	thumb	MovementType_WalkSequenceDownUpRightLeft_callback
0x08091294	thumb	MovementType_WalkSequenceDownUpRightLeft_Step1
0x080912DC	thumb	MovementType_WalkSequenceLeftDownUpRight
0x08091300	thumb	MovementType_WalkSequenceLeftDownUpRight_callback
0x08091320	thumb	MovementType_WalkSequenceLeftDownUpRight_Step1
0x08091368	thumb	MovementType_WalkSequenceUpLeftRightDown
0x0809138C	thumb	MovementType_WalkSequenceUpLeftRightDown_callback
0x080913AC	thumb	MovementType_WalkSequenceUpLeftRightDown_Step1
0x080913F4	thumb	MovementType_WalkSequenceLeftRightDownUp
0x08091418	thumb	MovementType_WalkSequenceLeftRightDownUp_callback
0x08091438	thumb	MovementType_WalkSequenceLeftRightDownUp_Step1
0x08091480	thumb	MovementType_WalkSequenceDownUpLeftRight
0x080914A4	thumb	MovementType_WalkSequenceDownUpLeftRight_callback
0x080914C4	thumb	MovementType_WalkSequenceDownUpLeftRight_Step1
0x0809150C	thumb	MovementType_WalkSequenceRightDownUpLeft
0x08091530	thumb	MovementType_WalkSequenceRightDownUpLeft_callback
0x08091550	thumb	MovementType_WalkSequenceRightDownUpLeft_Step1
0x08091598	thumb	MovementType_WalkSequenceLeftUpDownRight
0x080915BC	thumb	MovementType_WalkSequenceLeftUpDownRight_callback
0x080915DC	thumb	MovementType_WalkSequenceLeftUpDownRight_Step1
0x08091624	thumb	MovementType_WalkSequenceUpDownRightLeft
0x08091648	thumb	MovementType_WalkSequenceUpDownRightLeft_callback
0x08091668	thumb	MovementType_WalkSequenceUpDownRightLeft_Step1
0x080916B0	thumb	MovementType_WalkSequenceRightLeftUpDown
0x080916D4	thumb	MovementType_WalkSequenceRightLeftUpDown_callback
0x080916F4	thumb	MovementType_WalkSequenceRightLeftUpDown_Step1
0x0809173C	thumb	MovementType_WalkSequenceDownRightLeftUp
0x08091760	thumb	MovementType_WalkSequenceDownRightLeftUp_callback
0x08091780	thumb	MovementType_WalkSequenceDownRightLeftUp_Step1
0x080917C8	thumb	MovementType_WalkSequenceRightUpDownLeft
0x080917EC	thumb	MovementType_WalkSequenceRightUpDownLeft_callback
0x0809180C	thumb	MovementType_WalkSequenceRightUpDownLeft_Step1
0x08091854	thumb	MovementType_WalkSequenceUpDownLeftRight
0x08091878	thumb	MovementType_WalkSequenceUpDownLeftRight_callback
0x08091898	thumb	MovementType_WalkSequenceUpDownLeftRight_Step1
0x080918E0	thumb	MovementType_WalkSequenceLeftRightUpDown
0x08091904	thumb	MovementType_WalkSequenceLeftRightUpDown_callback
0x08091924	thumb	MovementType_WalkSequenceLeftRightUpDown_Step1
0x0809196C	thumb	MovementType_WalkSequenceDownLeftRightUp
0x08091990	thumb	MovementType_WalkSequenceDownLeftRightUp_callback
0x080919B0	thumb	MovementType_WalkSequenceDownLeftRightUp_Step1
0x080919F8	thumb	MovementType_WalkSequenceUpLeftDownRight
0x08091A1C	thumb	MovementType_WalkSequenceUpLeftDownRight_callback
0x08091A3C	thumb	MovementType_WalkSequenceUpLeftDownRight_Step1
0x08091A84	thumb	MovementType_WalkSequenceDownRightUpLeft
0x08091AA8	thumb	MovementType_WalkSequenceDownRightUpLeft_callback
0x08091AC8	thumb	MovementType_WalkSequenceDownRightUpLeft_Step1
0x08091B10	thumb	MovementType_WalkSequenceLeftDownRightUp
0x08091B34	thumb	MovementType_WalkSequenceLeftDownRightUp_callback
0x08091B54	thumb	MovementType_WalkSequenceLeftDownRightUp_Step1
0x08091B9C	thumb	MovementType_WalkSequenceRightUpLeftDown
0x08091BC0	thumb	MovementType_WalkSequenceRightUpLeftDown_callback
0x08091BE0	thumb	MovementType_WalkSequenceRightUpLeftDown_Step1
0x08091C28	thumb	MovementType_WalkSequenceUpRightDownLeft
0x08091C4C	thumb	MovementType_WalkSequenceUpRightDownLeft_callback
0x08091C6C	thumb	MovementType_WalkSequenceUpRightDownLeft_Step1
0x08091CB4	thumb	MovementType_WalkSequenceDownLeftUpRight
0x08091CD8	thumb	MovementType_WalkSequenceDownLeftUpRight_callback
0x08091CF8	thumb	MovementType_WalkSequenceDownLeftUpRight_Step1
0x08091D40	thumb	MovementType_WalkSequenceLeftUpRightDown
0x08091D64	thumb	MovementType_WalkSequenceLeftUpRightDown_callback
0x08091D84	thumb	MovementType_WalkSequenceLeftUpRightDown_Step1
0x08091DCC	thumb	MovementType_WalkSequenceRightDownLeftUp
0x08091DF0	thumb	MovementType_WalkSequenceRightDownLeftUp_callback
0x08091E10	thumb	MovementType_WalkSequenceRightDownLeftUp_Step1
0x08091E58	thumb	MovementType_CopyPlayer
0x08091E7C	thumb	MovementType_CopyPlayer_callback
0x08091E9C	thumb	MovementType_CopyPlayer_Step0
0x08091EC0	thumb	MovementType_CopyPlayer_Step1
0x08091F20	thumb	MovementType_CopyPlayer_Step2
0x08091F48	thumb	CopyablePlayerMovement_None
0x08091F4C	thumb	CopyablePlayerMovement_FaceDirection
0x08091F94	thumb	CopyablePlayerMovement_WalkNormal
0x080920A4	thumb	CopyablePlayerMovement_WalkFast
0x0809215C	thumb	CopyablePlayerMovement_WalkFaster
0x08092214	thumb	CopyablePlayerMovement_Slide
0x080922CC	thumb	CopyablePlayerMovement_JumpInPlace
0x08092314	thumb	CopyablePlayerMovement_Jump
0x080923CC	thumb	CopyablePlayerMovement_Jump2
0x08092494	thumb	MovementType_CopyPlayerInGrass
0x080924B8	thumb	MovementType_CopyPlayerInGrass_callback
0x080924D8	thumb	MovementType_CopyPlayerInGrass_Step1
0x0809253C	thumb	MovementType_TreeDisguise
0x080925AC	thumb	MovementType_Disguise_Callback
0x080925B8	thumb	MovementType_MountainDisguise
0x08092628	thumb	MovementType_Buried
0x0809268C	thumb	MovementType_Buried_Callback
0x080926AC	thumb	MovementType_Buried_Step0
0x080926B8	thumb	MovementType_MoveInPlace_Step1
0x080926D4	thumb	MovementType_WalkInPlace
0x080926F8	thumb	MovementType_WalkInPlace_callback
0x08092718	thumb	MovementType_WalkInPlace_Step0
0x08092744	thumb	MovementType_WalkSlowlyInPlace
0x08092768	thumb	MovementType_WalkSlowlyInPlace_callback
0x08092788	thumb	MovementType_WalkSlowlyInPlace_Step0
0x080927B4	thumb	MovementType_JogInPlace
0x080927D8	thumb	MovementType_JogInPlace_callback
0x080927F8	thumb	MovementType_JogInPlace_Step0
0x08092824	thumb	MovementType_RunInPlace
0x08092848	thumb	MovementType_RunInPlace_callback
0x08092868	thumb	MovementType_RunInPlace_Step0
0x08092894	thumb	MovementType_Invisible
0x080928B8	thumb	MovementType_Invisible_callback
0x080928D8	thumb	MovementType_Invisible_Step0
0x0809290C	thumb	MovementType_Invisible_Step1
0x0809292C	thumb	MovementType_Invisible_Step2
0x0809293C	thumb	ClearObjectEventMovement
0x0809295C	thumb	GetFaceDirectionAnimNum
0x0809296C	thumb	GetMoveDirectionAnimNum
0x0809297C	thumb	GetMoveDirectionFastAnimNum
0x0809298C	thumb	GetMoveDirectionFasterAnimNum
0x0809299C	thumb	GetMoveDirectionFastestAnimNum
0x080929AC	thumb	GetJumpSpecialDirectionAnimNum
0x080929BC	thumb	GetAcroWheelieDirectionAnimNum
0x080929CC	thumb	GetAcroUnusedDirectionAnimNum
0x080929DC	thumb	GetAcroEndWheelieDirectionAnimNum
0x080929EC	thumb	GetAcroUnusedActionDirectionAnimNum
0x080929FC	thumb	GetAcroWheeliePedalDirectionAnimNum
0x08092A0C	thumb	GetFishingDirectionAnimNum
0x08092A1C	thumb	GetFishingNoCatchDirectionAnimNum
0x08092A2C	thumb	GetFishingBiteDirectionAnimNum
0x08092A3C	thumb	GetRunningDirectionAnimNum
0x08092A4C	thumb	GetStepAnimTable
0x08092A70	thumb	SetStepAnimHandleAlternation
0x08092AB8	thumb	SetStepAnim
0x08092AF8	thumb	GetDirectionToFace
0x08092B2C	thumb	SetTrainerMovementType
0x08092B78	thumb	GetTrainerFacingDirectionMovementType
0x08092B88	thumb	GetCollisionInDirection
0x08092BC8	thumb	GetCollisionAtCoords
0x08092C8C	thumb	GetCollisionFlagsAtCoords
0x08092D58	thumb	IsCoordOutsideObjectEventMovementRange
0x08092DC8	thumb	IsMetatileDirectionallyImpassable
0x08092E20	thumb	DoesObjectCollideWithObjectAt
0x08092E9C	thumb	IsBerryTreeSparkling
0x08092EF0	thumb	SetBerryTreeJustPicked
0x08092F3C	thumb	MoveCoords
0x08092F60	thumb	MoveCoordsInMapCoordIncrement
0x08092F88	thumb	MoveCoordsInDirection
0x08092FF0	thumb	GetMapCoordsFromSpritePos
0x08093038	thumb	SetSpritePosToMapCoords
0x080930E0	thumb	SetSpritePosToOffsetMapCoords
0x0809312C	thumb	GetObjectEventMovingCameraOffset
0x0809316C	thumb	ObjectEventMoveDestCoords
0x0809318C	thumb	ObjectEventIsMovementOverridden
0x080931A4	thumb	ObjectEventIsHeldMovementActive
0x080931C0	thumb	ObjectEventSetHeldMovement
0x08093208	thumb	ObjectEventForceSetHeldMovement
0x08093224	thumb	ObjectEventClearHeldMovementIfActive
0x0809323C	thumb	ObjectEventClearHeldMovement
0x08093270	thumb	ObjectEventCheckHeldMovementStatus
0x08093284	thumb	ObjectEventClearHeldMovementIfFinished
0x080932A8	thumb	ObjectEventGetHeldMovementActionId
0x080932C0	thumb	UpdateObjectEventCurrentMovement
0x08093330	thumb	GetFaceDirectionMovementAction
0x0809335C	thumb	GetWalkSlowMovementAction
0x08093388	thumb	GetWalkNormalMovementAction
0x080933B4	thumb	GetWalkFastMovementAction
0x080933E0	thumb	GetRideWaterCurrentMovementAction
0x0809340C	thumb	GetWalkFasterMovementAction
0x08093438	thumb	GetSlideMovementAction
0x08093464	thumb	GetPlayerRunMovementAction
0x08093490	thumb	GetJump2MovementAction
0x080934BC	thumb	GetJumpInPlaceMovementAction
0x080934E8	thumb	GetJumpInPlaceTurnAroundMovementAction
0x08093514	thumb	GetJumpMovementAction
0x08093540	thumb	GetJumpSpecialMovementAction
0x0809356C	thumb	GetWalkInPlaceSlowMovementAction
0x08093598	thumb	GetWalkInPlaceNormalMovementAction
0x080935C4	thumb	GetWalkInPlaceFastMovementAction
0x080935F0	thumb	GetWalkInPlaceFasterMovementAction
0x0809361C	thumb	ObjectEventFaceOppositeDirection
0x08093648	thumb	GetAcroWheelieFaceDirectionMovementAction
0x08093674	thumb	GetAcroPopWheelieFaceDirectionMovementAction
0x080936A0	thumb	GetAcroEndWheelieFaceDirectionMovementAction
0x080936CC	thumb	GetAcroWheelieHopFaceDirectionMovementAction
0x080936F8	thumb	GetAcroWheelieHopDirectionMovementAction
0x08093724	thumb	GetAcroWheelieJumpDirectionMovementAction
0x08093750	thumb	GetAcroWheelieInPlaceDirectionMovementAction
0x0809377C	thumb	GetAcroPopWheelieMoveDirectionMovementAction
0x080937A8	thumb	GetAcroWheelieMoveDirectionMovementAction
0x080937D4	thumb	GetAcroEndWheelieMoveDirectionMovementAction
0x08093800	thumb	GetOppositeDirection
0x08093834	thumb	GetPlayerDirectionForCopy
0x0809384C	thumb	GetCopyDirection
0x0809388C	thumb	ObjectEventExecHeldMovementAction
0x080938C4	thumb	ObjectEventExecSingleMovementAction
0x08093904	thumb	ObjectEventSetSingleMovement
0x0809390C	thumb	FaceDirection
0x08093950	thumb	MovementAction_FaceDown_Step0
0x08093960	thumb	MovementAction_FaceUp_Step0
0x08093970	thumb	MovementAction_FaceLeft_Step0
0x08093980	thumb	MovementAction_FaceRight_Step0
0x08093990	thumb	InitNpcForMovement
0x08093A2C	thumb	InitMovementNormal
0x08093A88	thumb	StartRunningAnim
0x08093AB8	thumb	UpdateMovementNormal
0x08093AF0	thumb	InitNpcForWalkSlow
0x08093B60	thumb	InitWalkSlow
0x08093B8C	thumb	UpdateWalkSlow
0x08093BC4	thumb	MovementAction_WalkSlowDiagonalUpLeft_Step0
0x08093BE4	thumb	MovementAction_WalkSlowDiagonalUpLeft_Step1
0x08093C04	thumb	MovementAction_WalkSlowDiagonalUpRight_Step0
0x08093C24	thumb	MovementAction_WalkSlowDiagonalUpRight_Step1
0x08093C44	thumb	MovementAction_WalkSlowDiagonalDownLeft_Step0
0x08093C64	thumb	MovementAction_WalkSlowDiagonalDownLeft_Step1
0x08093C84	thumb	MovementAction_WalkSlowDiagonalDownRight_Step0
0x08093CA4	thumb	MovementAction_WalkSlowDiagonalDownRight_Step1
0x08093CC4	thumb	MovementAction_WalkSlowDown_Step0
0x08093CE4	thumb	MovementAction_WalkSlowDown_Step1
0x08093D04	thumb	MovementAction_WalkSlowUp_Step0
0x08093D24	thumb	MovementAction_WalkSlowUp_Step1
0x08093D44	thumb	MovementAction_WalkSlowLeft_Step0
0x08093D64	thumb	MovementAction_WalkSlowLeft_Step1
0x08093D84	thumb	MovementAction_WalkSlowRight_Step0
0x08093DA4	thumb	MovementAction_WalkSlowRight_Step1
0x08093DC4	thumb	MovementAction_WalkNormalDiagonalUpLeft_Step0
0x08093DE4	thumb	MovementAction_WalkNormalDiagonalUpLeft_Step1
0x08093E04	thumb	MovementAction_WalkNormalDiagonalUpRight_Step0
0x08093E24	thumb	MovementAction_WalkNormalDiagonalUpRight_Step1
0x08093E44	thumb	MovementAction_WalkNormalDiagonalDownLeft_Step0
0x08093E64	thumb	MovementAction_WalkNormalDiagonalDownLeft_Step1
0x08093E84	thumb	MovementAction_WalkNormalDiagonalDownRight_Step0
0x08093EA4	thumb	MovementAction_WalkNormalDiagonalDownRight_Step1
0x08093EC4	thumb	MovementAction_WalkNormalDown_Step0
0x08093EE4	thumb	MovementAction_WalkNormalDown_Step1
0x08093F04	thumb	MovementAction_WalkNormalUp_Step0
0x08093F24	thumb	MovementAction_WalkNormalUp_Step1
0x08093F44	thumb	MovementAction_WalkNormalLeft_Step0
0x08093F64	thumb	MovementAction_WalkNormalLeft_Step1
0x08093F84	thumb	MovementAction_WalkNormalRight_Step0
0x08093FA4	thumb	MovementAction_WalkNormalRight_Step1
0x08093FC4	thumb	InitJump
0x08094080	thumb	InitJumpRegular
0x080940C4	thumb	UpdateJumpAnim
0x08094188	thumb	DoJumpAnimStep
0x0809419C	thumb	DoJumpSpecialAnimStep
0x080941B0	thumb	DoJumpAnim
0x080941C8	thumb	DoJumpSpecialAnim
0x080941E0	thumb	DoJumpInPlaceAnim
0x08094230	thumb	MovementAction_Jump2Down_Step0
0x0809425C	thumb	MovementAction_Jump2Down_Step1
0x08094288	thumb	MovementAction_Jump2Up_Step0
0x080942B4	thumb	MovementAction_Jump2Up_Step1
0x080942E0	thumb	MovementAction_Jump2Left_Step0
0x0809430C	thumb	MovementAction_Jump2Left_Step1
0x08094338	thumb	MovementAction_Jump2Right_Step0
0x08094364	thumb	MovementAction_Jump2Right_Step1
0x08094390	thumb	InitMovementDelay
0x08094398	thumb	MovementAction_Delay_Step1
0x080943B4	thumb	MovementAction_Delay1_Step0
0x080943D4	thumb	MovementAction_Delay2_Step0
0x080943F4	thumb	MovementAction_Delay4_Step0
0x08094414	thumb	MovementAction_Delay8_Step0
0x08094434	thumb	MovementAction_Delay16_Step0
0x08094454	thumb	MovementAction_WalkFastDown_Step0
0x08094474	thumb	MovementAction_WalkFastDown_Step1
0x08094494	thumb	MovementAction_WalkFastUp_Step0
0x080944B4	thumb	MovementAction_WalkFastUp_Step1
0x080944D4	thumb	MovementAction_WalkFastLeft_Step0
0x080944F4	thumb	MovementAction_WalkFastLeft_Step1
0x08094514	thumb	MovementAction_WalkFastRight_Step0
0x08094534	thumb	MovementAction_WalkFastRight_Step1
0x08094554	thumb	InitMoveInPlace
0x0809459C	thumb	MovementAction_WalkInPlace_Step1
0x080945C4	thumb	MovementAction_WalkInPlaceSlow_Step1
0x08094600	thumb	MovementAction_WalkInPlaceSlowDown_Step0
0x08094638	thumb	MovementAction_WalkInPlaceSlowUp_Step0
0x08094670	thumb	MovementAction_WalkInPlaceSlowLeft_Step0
0x080946A8	thumb	MovementAction_WalkInPlaceSlowRight_Step0
0x080946E0	thumb	MovementAction_WalkInPlaceNormalDown_Step0
0x08094718	thumb	MovementAction_WalkInPlaceNormalUp_Step0
0x08094750	thumb	MovementAction_WalkInPlaceNormalLeft_Step0
0x08094788	thumb	MovementAction_WalkInPlaceNormalRight_Step0
0x080947C0	thumb	MovementAction_WalkInPlaceFastDown_Step0
0x080947F8	thumb	MovementAction_WalkInPlaceFastUp_Step0
0x08094830	thumb	MovementAction_WalkInPlaceFastLeft_Step0
0x08094868	thumb	MovementAction_WalkInPlaceFastRight_Step0
0x080948A0	thumb	MovementAction_WalkInPlaceFasterDown_Step0
0x080948D8	thumb	MovementAction_WalkInPlaceFasterUp_Step0
0x08094910	thumb	MovementAction_WalkInPlaceFasterLeft_Step0
0x08094948	thumb	MovementAction_WalkInPlaceFasterRight_Step0
0x08094980	thumb	MovementAction_RideWaterCurrentDown_Step0
0x080949A0	thumb	MovementAction_RideWaterCurrentDown_Step1
0x080949C0	thumb	MovementAction_RideWaterCurrentUp_Step0
0x080949E0	thumb	MovementAction_RideWaterCurrentUp_Step1
0x08094A00	thumb	MovementAction_RideWaterCurrentLeft_Step0
0x08094A20	thumb	MovementAction_RideWaterCurrentLeft_Step1
0x08094A40	thumb	MovementAction_RideWaterCurrentRight_Step0
0x08094A60	thumb	MovementAction_RideWaterCurrentRight_Step1
0x08094A80	thumb	MovementAction_WalkFasterDown_Step0
0x08094AA0	thumb	MovementAction_WalkFasterDown_Step1
0x08094AC0	thumb	MovementAction_WalkFasterUp_Step0
0x08094AE0	thumb	MovementAction_WalkFasterUp_Step1
0x08094B00	thumb	MovementAction_WalkFasterLeft_Step0
0x08094B20	thumb	MovementAction_WalkFasterLeft_Step1
0x08094B40	thumb	MovementAction_WalkFasterRight_Step0
0x08094B60	thumb	MovementAction_WalkFasterRight_Step1
0x08094B80	thumb	MovementAction_SlideDown_Step0
0x08094BA0	thumb	MovementAction_SlideDown_Step1
0x08094BC0	thumb	MovementAction_SlideUp_Step0
0x08094BE0	thumb	MovementAction_SlideUp_Step1
0x08094C00	thumb	MovementAction_SlideLeft_Step0
0x08094C20	thumb	MovementAction_SlideLeft_Step1
0x08094C40	thumb	MovementAction_SlideRight_Step0
0x08094C60	thumb	MovementAction_SlideRight_Step1
0x08094C80	thumb	MovementAction_PlayerRunDown_Step0
0x08094CA0	thumb	MovementAction_PlayerRunDown_Step1
0x08094CC0	thumb	MovementAction_PlayerRunUp_Step0
0x08094CE0	thumb	MovementAction_PlayerRunUp_Step1
0x08094D00	thumb	MovementAction_PlayerRunLeft_Step0
0x08094D20	thumb	MovementAction_PlayerRunLeft_Step1
0x08094D40	thumb	MovementAction_PlayerRunRight_Step0
0x08094D60	thumb	MovementAction_PlayerRunRight_Step1
0x08094D80	thumb	StartSpriteAnimInDirection
0x08094DAC	thumb	MovementAction_StartAnimInDirection_Step0
0x08094DC4	thumb	MovementAction_WaitSpriteAnim
0x08094DE4	thumb	InitJumpSpecial
0x08094E18	thumb	MovementAction_JumpSpecialDown_Step0
0x08094E38	thumb	MovementAction_JumpSpecialDown_Step1
0x08094E60	thumb	MovementAction_JumpSpecialUp_Step0
0x08094E80	thumb	MovementAction_JumpSpecialUp_Step1
0x08094EA8	thumb	MovementAction_JumpSpecialLeft_Step0
0x08094EC8	thumb	MovementAction_JumpSpecialLeft_Step1
0x08094EF0	thumb	MovementAction_JumpSpecialRight_Step0
0x08094F10	thumb	MovementAction_JumpSpecialRight_Step1
0x08094F38	thumb	MovementAction_FacePlayer_Step0
0x08094F94	thumb	MovementAction_FaceAwayPlayer_Step0
0x08094FF8	thumb	MovementAction_LockFacingDirection_Step0
0x08095008	thumb	MovementAction_UnlockFacingDirection_Step0
0x08095018	thumb	MovementAction_JumpDown_Step0
0x08095044	thumb	MovementAction_JumpDown_Step1
0x08095070	thumb	MovementAction_JumpUp_Step0
0x0809509C	thumb	MovementAction_JumpUp_Step1
0x080950C8	thumb	MovementAction_JumpLeft_Step0
0x080950F4	thumb	MovementAction_JumpLeft_Step1
0x08095120	thumb	MovementAction_JumpRight_Step0
0x0809514C	thumb	MovementAction_JumpRight_Step1
0x08095178	thumb	MovementAction_JumpInPlaceDown_Step0
0x080951A4	thumb	MovementAction_JumpInPlaceDown_Step1
0x080951D0	thumb	MovementAction_JumpInPlaceUp_Step0
0x080951FC	thumb	MovementAction_JumpInPlaceUp_Step1
0x08095228	thumb	MovementAction_JumpInPlaceLeft_Step0
0x08095254	thumb	MovementAction_JumpInPlaceLeft_Step1
0x08095280	thumb	MovementAction_JumpInPlaceRight_Step0
0x080952AC	thumb	MovementAction_JumpInPlaceRight_Step1
0x080952D8	thumb	MovementAction_JumpInPlaceDownUp_Step0
0x08095304	thumb	MovementAction_JumpInPlaceDownUp_Step1
0x08095330	thumb	MovementAction_JumpInPlaceUpDown_Step0
0x0809535C	thumb	MovementAction_JumpInPlaceUpDown_Step1
0x08095388	thumb	MovementAction_JumpInPlaceLeftRight_Step0
0x080953B4	thumb	MovementAction_JumpInPlaceLeftRight_Step1
0x080953E0	thumb	MovementAction_JumpInPlaceRightLeft_Step0
0x0809540C	thumb	MovementAction_JumpInPlaceRightLeft_Step1
0x08095438	thumb	MovementAction_FaceOriginalDirection_Step0
0x08095450	thumb	MovementAction_NurseJoyBowDown_Step0
0x08095460	thumb	MovementAction_EnableJumpLandingGroundEffect_Step0
0x08095470	thumb	MovementAction_DisableJumpLandingGroundEffect_Step0
0x08095480	thumb	MovementAction_DisableAnimation_Step0
0x08095490	thumb	MovementAction_RestoreAnimation_Step0
0x080954BC	thumb	MovementAction_SetInvisible_Step0
0x080954CC	thumb	MovementAction_SetVisible_Step0
0x080954DC	thumb	MovementAction_EmoteExclamationMark_Step0
0x08095500	thumb	MovementAction_EmoteQuestionMark_Step0
0x08095524	thumb	MovementAction_EmoteHeart_Step0
0x08095548	thumb	MovementAction_RevealTrainer_Step0
0x0809558C	thumb	MovementAction_RevealTrainer_Step1
0x080955AC	thumb	MovementAction_RockSmashBreak_Step0
0x080955C8	thumb	MovementAction_RockSmashBreak_Step1
0x080955EC	thumb	MovementAction_RockSmashBreak_Step2
0x08095628	thumb	MovementAction_CutTree_Step0
0x08095644	thumb	MovementAction_CutTree_Step1
0x08095668	thumb	MovementAction_CutTree_Step2
0x080956A4	thumb	MovementAction_SetFixedPriority_Step0
0x080956B4	thumb	MovementAction_ClearFixedPriority_Step0
0x080956C4	thumb	MovementAction_InitAffineAnim_Step0
0x080956F4	thumb	MovementAction_ClearAffineAnim_Step0
0x08095724	thumb	MovementAction_HideReflection_Step0
0x08095730	thumb	MovementAction_ShowReflection_Step0
0x08095740	thumb	MovementAction_WalkDownStartAffine_Step0
0x08095774	thumb	MovementAction_WalkDownStartAffine_Step1
0x080957A0	thumb	MovementAction_WalkDownAffine_Step0
0x080957D4	thumb	MovementAction_WalkDownAffine_Step1
0x08095800	thumb	MovementAction_WalkLeftAffine_Step0
0x08095834	thumb	MovementAction_WalkLeftAffine_Step1
0x08095860	thumb	MovementAction_WalkRightAffine_Step0
0x08095894	thumb	MovementAction_WalkRightAffine_Step1
0x080958C0	thumb	AcroWheelieFaceDirection
0x08095900	thumb	MovementAction_AcroWheelieFaceDown_Step0
0x08095910	thumb	MovementAction_AcroWheelieFaceUp_Step0
0x08095920	thumb	MovementAction_AcroWheelieFaceLeft_Step0
0x08095930	thumb	MovementAction_AcroWheelieFaceRight_Step0
0x08095940	thumb	MovementAction_AcroPopWheelieDown_Step0
0x08095964	thumb	MovementAction_AcroPopWheelieUp_Step0
0x08095988	thumb	MovementAction_AcroPopWheelieLeft_Step0
0x080959AC	thumb	MovementAction_AcroPopWheelieRight_Step0
