# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x080461DC	0x0804626B	thumb	sub_080461DC
0x0804626C	0x0804631B	thumb	sub_0804626C
0x0804631C	0x080463F7	thumb	sub_0804631C
0x080463F8	0x080464A7	thumb	sub_080463F8
0x080464A8	0x0804650F	thumb	sub_080464A8
0x08046510	0x080465F7	thumb	sub_08046510
0x080465F8	0x080467BF	thumb	sub_080465F8
0x080467C0	0x08046973	thumb	sub_080467C0
0x08046974	0x080469CB	thumb	sub_08046974
0x080469CC	0x08046A27	thumb	sub_080469CC
0x08046A28	0x08046A63	thumb	sub_08046A28
0x08046A64	0x08046AF7	thumb	sub_08046A64
0x08046AF8	0x08046BA7	thumb	sub_08046AF8
0x08046BA8	0x08046CE7	thumb	sub_08046BA8
0x08046CE8	0x08046D0B	thumb	sub_08046CE8
0x08046D0C	0x08046D2B	thumb	sub_08046D0C
0x08046D2C	0x08046D8F	thumb	sub_08046D2C
0x08046D90	0x08046EEF	thumb	sub_08046D90
0x08046EF0	0x08046FD7	thumb	sub_08046EF0
0x08046FD8	0x080470A7	thumb	sub_08046FD8
0x080470A8	0x080471B3	thumb	sub_080470A8
0x080471B4	0x080472BB	thumb	sub_080471B4
0x080472BC	0x080473EB	thumb	sub_080472BC
0x080473EC	0x080475A3	thumb	sub_080473EC
0x080475A4	0x0804769F	thumb	sub_080475A4
0x080476A0	0x080476BF	thumb	sub_080476A0
0x080476C0	0x08047743	thumb	sub_080476C0
0x08047744	0x08047747	thumb	nullsub_42
0x08047748	0x0804774B	thumb	nullsub_43
0x0804774C	0x080477BB	thumb	sub_0804774C
0x080477BC	0x0804782B	thumb	sub_080477BC
0x0804782C	0x0804782F	thumb	nullsub_44
0x08047830	0x08047833	thumb	nullsub_45
0x08047834	0x080478FF	thumb	sub_08047834
0x08047900	0x080479DB	thumb	sub_08047900
0x080479DC	0x08047A27	thumb	sub_080479DC
0x08047A28	0x08047A6F	thumb	sub_08047A28
0x08047A70	0x08047A73	thumb	nullsub_083
0x08047A74	0x08047A77	thumb	nullsub_084
0x08047A78	0x08047B0B	thumb	sub_08047A78
0x08047B0C	0x08047B9B	thumb	sub_08047B0C
0x08047B9C	0x08047C3B	thumb	sub_08047B9C
0x08047C3C	0x08047CDB	thumb	sub_08047C3C
0x08047CDC	0x08047D8F	thumb	sub_08047CDC
0x08047D90	0x08047E03	thumb	sub_08047D90
0x08047E04	0x08047E47	thumb	sub_08047E04
0x08047E48	0x08047EA3	thumb	sub_08047E48
0x08047EA4	0x08047F27	thumb	sub_08047EA4
0x08047F28	0x08047FD3	thumb	sub_08047F28
0x08047FD4	0x08048073	thumb	sub_08047FD4
0x08048074	0x08048107	thumb	loadMemoEntryPage
0x08048108	0x08048157	thumb	sub_08048108
0x08048158	0x080481DB	thumb	sub_08048158
0x080481DC	0x08048213	thumb	sub_080481DC
0x08048214	0x08048307	thumb	sub_08048214
0x08048308	0x080483DF	thumb	sub_08048308
0x080483E0	0x080484A7	thumb	sub_080483E0
0x080484A8	0x080484FB	thumb	sub_080484A8
0x080484FC	0x08048533	thumb	sub_080484FC
0x08048534	0x0804854F	thumb	sub_08048534
0x08048550	0x080485C3	thumb	sub_08048550
0x080485C4	0x0804863B	thumb	sub_080485C4
0x0804863C	0x0804865B	thumb	sub_0804863C
0x0804865C	0x0804869F	thumb	sub_0804865C
0x080486A0	0x080486D5	thumb	getMenus1Text
0x080486D8	0x0804870D	thumb	getMemoEntryText
0x08048710	0x08048747	thumb	sub_08048710
0x08048748	0x0804879F	thumb	bufferedTextLength
0x080487A0	0x080487D3	thumb	sub_080487A0
0x080487D4	0x08048877	thumb	sub_080487D4
0x08048878	0x080489F7	thumb	sub_08048878
0x080489F8	0x08048B57	thumb	sub_080489F8
0x08048B58	0x08048C5B	thumb	sub_08048B58
0x08048C5C	0x08048CE3	thumb	sub_08048C5C
0x08048CE4	0x08048EF7	thumb	sub_08048CE4
0x08048EF8	0x08048F73	thumb	sub_08048EF8
0x08048F74	0x08048FEB	thumb	sub_08048F74
0x08048FEC	0x080490CF	thumb	sub_08048FEC
0x080490D0	0x0804915F	thumb	sub_080490D0
0x08049160	0x080491EF	thumb	sub_08049160
0x080491F0	0x0804927F	thumb	sub_080491F0
0x08049280	0x080492CF	thumb	sub_08049280
0x080492D0	0x080495C7	thumb	sub_080492D0
0x080495C8	0x080496F7	thumb	sub_080495C8
0x080496F8	0x0804973F	thumb	sub_080496F8
0x08049740	0x080497CF	thumb	sub_08049740
0x080497D0	0x08049837	thumb	sub_080497D0
0x08049838	0x08049893	thumb	sub_08049838
0x08049894	0x080498AF	thumb	sub_08049894
0x080498B0	0x080498C3	thumb	sub_080498B0
0x080498C4	0x080498E3	thumb	sub_080498C4
0x080498E4	0x08049953	thumb	sub_080498E4
0x08049954	0x080499A3	thumb	sub_08049954
0x080499A4	0x080499CF	thumb	sub_080499A4
0x080499D0	0x08049AF7	thumb	sub_080499D0
0x08049AF8	0x08049B6F	thumb	sub_08049AF8
0x08049B70	0x08049C6F	thumb	sub_08049B70
0x08049C70	0x08049D5B	thumb	sub_08049C70
0x08049D5C	0x08049DC3	thumb	sub_08049D5C
0x08049DC4	0x08049DF7	thumb	sub_08049DC4
0x08049DF8	0x08049E1F	thumb	sub_08049DF8
0x08049E20	0x08049E47	thumb	sub_08049E20
0x08049E48	0x08049E6F	thumb	sub_08049E48
0x08049E70	0x08049E97	thumb	sub_08049E70
0x08049E98	0x08049EBF	thumb	sub_08049E98
0x08049EC0	0x08049EE7	thumb	sub_08049EC0
0x08049EE8	0x08049F0F	thumb	sub_08049EE8
0x08049F10	0x08049F37	thumb	sub_08049F10
0x08049F38	0x08049F5F	thumb	sub_08049F38
0x08049F60	0x08049F87	thumb	sub_08049F60
0x08049F88	0x08049FAF	thumb	sub_08049F88
0x08049FB0	0x08049FD7	thumb	sub_08049FB0
0x08049FD8	0x08049FFF	thumb	sub_08049FD8
0x0804A000	0x0804A027	thumb	sub_0804A000
0x0804A028	0x0804A04F	thumb	sub_0804A028
0x0804A050	0x0804A077	thumb	sub_0804A050
0x0804A078	0x0804A0A7	thumb	sub_0804A078
0x0804A0A8	0x0804A15B	thumb	sub_0804A0A8
0x0804A15C	0x0804A187	thumb	sub_0804A15C
0x0804A188	0x0804A1BF	thumb	sub_0804A188
0x0804A1C0	0x0804A217	thumb	sub_0804A1C0
0x0804A218	0x0804A2DF	thumb	sub_0804A218
0x0804A2E0	0x0804A397	thumb	sub_0804A2E0
0x0804A398	0x0804A3EF	thumb	sub_0804A398
0x0804A3F0	0x0804A447	thumb	sub_0804A3F0
0x0804A448	0x0804A507	thumb	sub_0804A448
0x0804A508	0x0804A54F	thumb	sub_0804A508
0x0804A550	0x0804A627	thumb	sub_0804A550
0x0804A628	0x0804A6F3	thumb	sub_0804A628
0x0804A6F4	0x0804A737	thumb	sub_0804A6F4
0x0804A738	0x0804A7B7	thumb	sub_0804A738
0x0804A7B8	0x0804A8B3	thumb	sub_0804A7B8
0x0804A8B4	0x0804AA37	thumb	sub_0804A8B4
0x0804AA38	0x0804AAFF	thumb	sub_0804AA38
0x0804AB00	0x0804AB47	thumb	sub_0804AB00
0x0804AB48	0x0804ADC7	thumb	sub_0804AB48
0x0804ADC8	0x0804AE4B	thumb	sub_0804ADC8
0x0804AE4C	0x0804AFC7	thumb	sub_0804AE4C
0x0804AFC8	0x0804B08B	thumb	sub_0804AFC8
0x0804B08C	0x0804B217	thumb	sub_0804B08C
0x0804B218	0x0804B333	thumb	sub_0804B218
0x0804B334	0x0804B3F7	thumb	sub_0804B334
0x0804B3F8	0x0804B4AF	thumb	sub_0804B3F8
0x0804B4B0	0x0804B65B	thumb	sub_0804B4B0
0x0804B65C	0x0804B65F	thumb	nullsub_085
0x0804B660	0x0804B6E7	thumb	sub_0804B660
0x0804B6E8	0x0804B743	thumb	sub_0804B6E8
0x0804B744	0x0804B78F	thumb	sub_0804B744
0x0804B790	0x0804B803	thumb	sub_0804B790
0x0804B804	0x0804B84B	thumb	sub_0804B804
0x0804B84C	0x0804B87B	thumb	sub_0804B84C
0x0804B87C	0x0804B93F	thumb	sub_0804B87C
0x0804B940	0x0804B97B	thumb	sub_0804B940
0x0804B97C	0x0804BA27	thumb	sub_0804B97C
0x0804BA28	0x0804BA3B	thumb	sub_0804BA28
0x0804BA3C	0x0804BA5F	thumb	sub_0804BA3C
0x0804BA60	0x0804BA6B	thumb	sub_0804BA60
0x0804BA6C	0x0804BB0F	thumb	sub_0804BA6C
0x0804BB10	0x0804BB27	thumb	sub_0804BB10
0x0804BB28	0x0804BB57	thumb	sub_0804BB28
0x0804BB58	0x0804BD33	thumb	sub_0804BB58
0x0804BD34	0x0804BD83	thumb	sub_0804BD34
0x0804BD84	0x0804BE63	thumb	sub_0804BD84
0x0804BE64	0x0804BEB3	thumb	setMenuGoods
0x0804BEB4	0x0804BEFB	thumb	setMenuEquip
0x0804BEFC	0x0804BF33	thumb	setMenuPSI
0x0804BF34	0x0804BF7B	thumb	setMenuStatus
0x0804BF7C	0x0804BFCB	thumb	setMenuSkills
0x0804BFCC	0x0804C003	thumb	setMenuMemoSelect
0x0804C004	0x0804C04F	thumb	setMenuMemoView
0x0804C050	0x0804C1E7	thumb	sub_0804C050
0x0804C1E8	0x0804C227	thumb	setMenuShopTransactionSelect
0x0804C228	0x0804C253	thumb	setMenuShopCharacterSelect
0x0804C254	0x0804C2A3	thumb	setShopBuyMenu
0x0804C2A4	0x0804C2DF	thumb	setShopSellMenu
0x0804C2E0	0x0804C32F	thumb	setMenuItemGuyTransactionSelect
0x0804C330	0x0804C35B	thumb	setMenuItemGuyCharacterSelect
0x0804C35C	0x0804C397	thumb	setItemGuyDepositMenu
0x0804C398	0x0804C3DF	thumb	setItemGuyWithdrawMenu
0x0804C3E0	0x0804C407	thumb	setMenuSaveSelect
0x0804C408	0x0804C4B3	thumb	setMenuNewGame
0x0804C4B4	0x0804C51B	thumb	setMenuTryAgain
0x0804C51C	0x0804C5AF	thumb	sub_0804C51C
0x0804C5B0	0x0804C68B	thumb	sub_0804C5B0
0x0804C68C	0x0804C8BB	thumb	sub_0804C68C
0x0804C8BC	0x0804C8BF	thumb	nullsub_23
0x0804C8C0	0x0804C943	thumb	sub_0804C8C0
0x0804C944	0x0804C9F7	thumb	sub_0804C944
0x0804C9F8	0x0804CAAF	thumb	exec_menu
0x0804CAB0	0x0804CC47	thumb	menuGoods
0x0804CC48	0x0804CCF3	thumb	menuEquip
0x0804CCF4	0x0804CD03	thumb	sub_0804CCF4
0x0804CD04	0x0804CE5B	thumb	menuPSI
0x0804CE5C	0x0804CF1F	thumb	menuStatus
0x0804CF20	0x0804D06F	thumb	menuSkills
0x0804D070	0x0804D117	thumb	menuMemoSelect
0x0804D118	0x0804D18B	thumb	menuMemoView
0x0804D18C	0x0804D393	thumb	menuBattleMemory
0x0804D394	0x0804D3F3	thumb	menuShopTransactionSelect
0x0804D3F4	0x0804D473	thumb	menuShopCharacterSelect
0x0804D474	0x0804D5DF	thumb	menuShopItemSelectBuy
0x0804D5E0	0x0804D703	thumb	menuShopItemSelectSell
0x0804D704	0x0804D763	thumb	menuItemGuyTransactionSelect
0x0804D764	0x0804D7E3	thumb	menuItemGuyCharacterSelect
0x0804D7E4	0x0804D8D3	thumb	menuItemGuyItemSelectDeposit
0x0804D8D4	0x0804D9FB	thumb	menuItemGuyItemSelectWithdraw
0x0804D9FC	0x0804DB53	thumb	menuSaveSelect
0x0804DB54	0x0804DBE5	thumb	menuNewGame
0x0804DBE8	0x0804DC5B	thumb	menuTryAgain
0x0804DC5C	0x0804DDFF	thumb	sub_0804DC5C
0x0804DE00	0x0804DECB	thumb	sub_0804DE00
0x0804DECC	0x0804DF2F	thumb	sub_0804DECC
0x0804DF30	0x0804DFE3	thumb	sub_0804DF30
0x0804DFE4	0x0804E077	thumb	sub_0804DFE4
0x0804E078	0x0804E117	thumb	sub_0804E078
0x0804E118	0x0804E16B	thumb	sub_0804E118
0x0804E16C	0x0804E3AB	thumb	sub_0804E16C
0x0804E3AC	0x0804E3DF	thumb	sub_0804E3AC
0x0804E3E0	0x0804E413	thumb	sub_0804E3E0
0x0804E414	0x0804E47B	thumb	sub_0804E414
0x0804E47C	0x0804E557	thumb	sub_0804E47C
0x0804E558	0x0804E5C3	thumb	sub_0804E558
0x0804E5C4	0x0804E7D3	thumb	sub_0804E5C4
0x0804E7D4	0x0804E80F	thumb	sub_0804E7D4
0x0804E810	0x0804E85F	thumb	sub_0804E810
0x0804E860	0x0804E8B7	thumb	sub_0804E860
0x0804E8B8	0x0804E8E7	thumb	sub_0804E8B8
0x0804E8E8	0x0804E937	thumb	sub_0804E8E8
0x0804E938	0x0804E967	thumb	sub_0804E938
0x0804E968	0x0804E997	thumb	sub_0804E968
0x0804E998	0x0804E9C7	thumb	sub_0804E998
0x0804E9C8	0x0804E9F7	thumb	sub_0804E9C8
0x0804E9F8	0x0804EA27	thumb	sub_0804E9F8
0x0804EA28	0x0804EAA3	thumb	sub_0804EA28
0x0804EAA4	0x0804EB67	thumb	sub_0804EAA4
0x0804EB68	0x0804ECC7	thumb	sub_0804EB68
0x0804ECC8	0x0804EDFB	thumb	sub_0804ECC8
0x0804EDFC	0x0804EE5F	thumb	sub_0804EDFC
0x0804EE60	0x0804EE63	thumb	nullsub_21
0x0804EE64	0x0804EEE7	thumb	toggleBattleMemorySprite
0x0804EEE8	0x0804EF37	thumb	sub_0804EEE8
0x0804EF38	0x0804EF9B	thumb	advanceMemoEntry
0x0804EF9C	0x0804EFD3	thumb	handleShopTransactionSelection
0x0804EFD4	0x0804F019	thumb	setShopSubmenu
0x0804F01C	0x0804F0D3	thumb	sub_0804F01C
0x0804F0D4	0x0804F157	thumb	sub_0804F0D4
0x0804F158	0x0804F18F	thumb	handleItemGuyTransactionSelection
0x0804F190	0x0804F1D5	thumb	setItemGuySubmenu
0x0804F1D8	0x0804F293	thumb	sub_0804F1D8
0x0804F294	0x0804F333	thumb	sub_0804F294
0x0804F334	0x0804F3EB	thumb	sub_0804F334
0x0804F3EC	0x0804F4E3	thumb	sub_0804F3EC
0x0804F4E4	0x0804F519	thumb	handleTryAgain
0x0804F51C	0x0804F6C7	thumb	sub_0804F51C
0x0804F6C8	0x0804F7AF	thumb	sub_0804F6C8
0x0804F7B0	0x0804F88F	thumb	sub_0804F7B0
0x0804F890	0x0804F967	thumb	sub_0804F890
0x0804F968	0x0804FA5B	thumb	sub_0804F968
0x0804FA5C	0x0804FCAF	thumb	sub_0804FA5C
0x0804FCB0	0x0804FDDF	thumb	sub_0804FCB0
0x0804FDE0	0x0804FE83	thumb	sub_0804FDE0
0x0804FE84	0x0804FF2F	thumb	sub_0804FE84
0x0804FF30	0x08050007	thumb	sub_0804FF30
0x08050008	0x080500D3	thumb	sub_08050008
0x080500D4	0x08050217	thumb	sub_080500D4
0x08050218	0x0805030B	thumb	sub_08050218
0x0805030C	0x080503DB	thumb	sub_0805030C
0x080503DC	0x08050457	thumb	sub_080503DC
0x08050458	0x080505D7	thumb	sub_08050458
0x080505D8	0x08050625	thumb	sub_080505D8
0x08050628	0x080506A3	thumb	backspaceMenuText
0x080506A4	0x080506CB	thumb	sub_080506A4
0x080506CC	0x08050733	thumb	sub_080506CC
0x08050734	0x08050737	thumb	sub_08050734
0x08050738	0x0805078F	thumb	sub_08050738
0x08050790	0x08050947	thumb	sub_08050790
0x08050948	0x080509AF	thumb	sub_08050948
0x080509B0	0x08050A73	thumb	sub_080509B0
0x08050A74	0x08050B5F	thumb	sub_08050A74
0x08050B60	0x08050C07	thumb	sub_08050B60
0x08050C08	0x08050C67	thumb	sub_08050C08
0x08050C68	0x08050CFF	thumb	sub_08050C68
0x08050D00	0x08050D63	thumb	sub_08050D00
0x08050D64	0x08050D7F	thumb	sub_08050D64
0x08050D80	0x08050DB3	thumb	sub_08050D80
0x08050DB4	0x08050DDF	thumb	sub_08050DB4
0x08050DE0	0x08050E1F	thumb	sub_08050DE0
0x08050E20	0x08050E63	thumb	sub_08050E20
0x08050E64	0x08050E93	thumb	sub_08050E64
0x08050E94	0x08050EEB	thumb	sub_08050E94
0x08050EEC	0x08050F2B	thumb	sub_08050EEC
0x08050F2C	0x08050F87	thumb	sub_08050F2C
0x08050F88	0x08050FCB	thumb	sub_08050F88
0x08050FCC	0x08050FD7	thumb	sub_08050FCC
0x08050FD8	0x08050FEF	thumb	sub_08050FD8
0x08050FF0	0x08051057	thumb	sub_08050FF0
0x08051058	0x0805107F	thumb	sub_08051058
0x08051080	0x0805108B	thumb	sub_08051080
0x0805108C	0x080510A3	thumb	sub_0805108C
0x080510A4	0x080510B7	thumb	sub_080510A4
0x080510B8	0x0805111B	thumb	sub_080510B8
0x0805111C	0x08051143	thumb	sub_0805111C
0x08051144	0x080511B3	thumb	sub_08051144
0x080511B4	0x080511F7	thumb	sub_080511B4
0x080511F8	0x08051253	thumb	sub_080511F8
0x08051254	0x080512B3	thumb	sub_08051254
0x080512B4	0x080512B7	thumb	nullsub_22
0x080512B8	0x080512CB	thumb	sub_080512B8
0x080512CC	0x08051447	thumb	sub_080512CC
0x08051448	0x0805153B	thumb	sub_08051448
0x0805153C	0x080515DB	thumb	sub_0805153C
0x080515DC	0x08051677	thumb	sub_080515DC
0x08051678	0x0805173B	thumb	sub_08051678
0x0805173C	0x0805179B	thumb	sub_0805173C
0x0805179C	0x080517AB	thumb	sub_0805179C
0x080517AC	0x0805183F	thumb	sub_080517AC
0x08051840	0x08051907	thumb	sub_08051840
0x08051908	0x0805191B	thumb	sub_08051908
0x0805191C	0x080519C3	thumb	sub_0805191C
0x080519C4	0x08051A07	thumb	sub_080519C4
0x08051A08	0x08051A73	thumb	sub_08051A08
0x08051A74	0x08051B47	thumb	sub_08051A74
0x08051B48	0x08051BDB	thumb	sub_08051B48
0x08051BDC	0x08051C27	thumb	copy_save_from_iwram
0x08051C28	0x08051C33	thumb	sub_08051C28
0x08051C34	0x08051C37	thumb	nullsub_24
0x08051C38	0x08051C73	thumb	sub_08051C38
0x08051C74	0x08051CF3	thumb	sub_08051C74
0x08051CF4	0x08051F7F	thumb	sub_08051CF4
0x08051F80	0x08052053	thumb	sub_08051F80
0x08052054	0x08052087	thumb	copy_save_to_iwram
0x08052088	0x08052093	thumb	sub_08052088
0x08052094	0x0805209F	thumb	sub_08052094
0x080520A0	0x080520FF	thumb	sub_080520A0
0x08052100	0x08052127	thumb	sub_08052100
0x08052128	0x0805213B	thumb	sub_08052128
0x0805213C	0x0805217B	thumb	sub_0805213C
0x0805217C	0x08052183	thumb	sub_0805217C
0x08052184	0x080521A3	thumb	sub_08052184
0x080521A4	0x08052207	thumb	sub_080521A4
0x08052208	0x080522A7	thumb	sub_08052208
0x080522A8	0x0805235F	thumb	sub_080522A8
0x08052360	0x080523B7	thumb	sub_08052360
0x080523B8	0x080523D3	thumb	sub_080523B8
0x080523D4	0x0805244B	thumb	sub_080523D4
0x0805244C	0x080524EB	thumb	sub_0805244C
0x080524EC	0x0805255B	thumb	sub_080524EC
0x0805255C	0x08052677	thumb	sub_0805255C
0x08052678	0x0805270B	thumb	condenseInventory
0x0805270C	0x0805280B	thumb	sub_0805270C
0x0805280C	0x08052863	thumb	sub_0805280C
0x08052864	0x0805289F	thumb	sub_08052864
0x080528A0	0x08052963	thumb	sub_080528A0
0x08052964	0x08052A63	thumb	sub_08052964
0x08052A64	0x08052AFB	thumb	sub_08052A64
0x08052AFC	0x08052BDF	thumb	sub_08052AFC
0x08052BE0	0x08052CC3	thumb	sub_08052BE0
0x08052CC4	0x08052D1B	thumb	sub_08052CC4
0x08052D1C	0x08052DBB	thumb	sub_08052D1C
0x08052DBC	0x08052EA3	thumb	sub_08052DBC
0x08052EA4	0x08052EBF	thumb	sub_08052EA4
0x08052EC0	0x08052F73	thumb	sub_08052EC0
0x08052F74	0x08052F7F	thumb	sub_08052F74
0x08052F80	0x08052F9B	thumb	sub_08052F80
0x08052F9C	0x08052FC7	thumb	sub_08052F9C
0x08052FC8	0x08053033	thumb	sub_08052FC8
0x08053034	0x08053147	thumb	sub_08053034
0x08053148	0x080531C7	thumb	sub_08053148
0x080531C8	0x08053233	thumb	sub_080531C8
0x08053234	0x080532DF	thumb	sub_08053234
0x080532E0	0x08053383	thumb	sortPsi
0x08053384	0x080533EF	thumb	loadSupportPsi
0x080533F0	0x0805345B	thumb	loadOffensePsi
0x0805345C	0x080534C7	thumb	loadAssistPsi
0x080534C8	0x08053595	thumb	navigate1DMenuChecked
0x08053598	0x0805361D	thumb	navigateScrollingMenu
0x08053620	0x080536F7	thumb	navigatePageableMenu
0x080536F8	0x08053753	thumb	sub_080536F8
0x08053754	0x08053803	thumb	navigateTabbedMenu
0x08053804	0x08053967	thumb	sub_08053804
0x08053968	0x08053AC7	thumb	navigateScrolling2DMenu
0x08053AC8	0x08053C33	thumb	sub_08053AC8
0x08053C34	0x08053E97	thumb	sub_08053C34
0x08053E98	0x08053EE9	thumb	getNonPlayablePartyMemberIndex
0x08053EEC	0x08054107	thumb	sub_08053EEC
0x08054108	0x0805412F	thumb	sub_08054108
0x08054130	0x080541FF	thumb	sub_08054130
0x08054200	0x08054263	thumb	sub_08054200
0x08054264	0x080542FB	thumb	sub_08054264
0x080542FC	0x0805435F	thumb	sub_080542FC
0x08054360	0x0805438B	thumb	sub_08054360
0x0805438C	0x080543E7	thumb	sub_0805438C
0x080543E8	0x080544F7	thumb	sub_080543E8
0x080544F8	0x08054527	thumb	sub_080544F8
0x08054528	0x08054557	thumb	sub_08054528
0x08054558	0x0805458B	thumb	sub_08054558
0x0805458C	0x080545BF	thumb	sub_0805458C
0x080545C0	0x08054603	thumb	sub_080545C0
0x08054604	0x0805463F	thumb	sub_08054604
0x08054640	0x0805466F	thumb	sub_08054640
0x08054670	0x08054693	thumb	sub_08054670
0x08054694	0x080546AF	thumb	sub_08054694
0x080546B0	0x080546D7	thumb	numItemsInInventory
0x080546D8	0x0805471F	thumb	sub_080546D8
0x08054720	0x0805476B	thumb	sub_08054720
0x0805476C	0x080547A3	thumb	sub_0805476C
0x080547A4	0x0805486B	thumb	sub_080547A4
0x0805486C	0x0805493B	thumb	sub_0805486C
0x0805493C	0x08054A8F	thumb	sub_0805493C
0x08054A90	0x08054B2F	thumb	sub_08054A90
0x08054B30	0x08054B73	thumb	sub_08054B30
0x08054B74	0x08054BB7	thumb	sub_08054B74
0x08054BB8	0x08054BDF	thumb	buyItem
0x08054BE0	0x08054CA3	thumb	sub_08054BE0
0x08054CA4	0x08054CDB	thumb	sub_08054CA4
0x08054CDC	0x08054EF3	thumb	sub_08054CDC
0x08054EF4	0x08054F33	thumb	sub_08054EF4
0x08054F34	0x08054F59	thumb	isItemIdEquipment
0x08054F5C	0x08054FB7	thumb	getCharNameAlt
0x08054FB8	0x08054FCB	thumb	getCharName
0x08054FCC	0x08054FDF	thumb	getCharStats
0x08054FE0	0x08054FEF	thumb	getBufferedCharStats
0x08054FF0	0x08055007	thumb	sub_08054FF0
0x08055008	0x08055035	thumb	getCharIndexInParty
0x08055038	0x08055049	thumb	isCharUnconscious
0x0805504C	0x08055067	thumb	isCharStatsOverworldPlayable
0x08055068	0x08055097	thumb	sub_08055068
0x08055098	0x080550D5	thumb	getEquippedItemIndex
0x080550D8	0x08055103	thumb	getInventoryIndex
0x08055104	0x08055137	thumb	sub_08055104
0x08055138	0x0805517F	thumb	isItemIdEquipped
0x08055180	0x0805518D	thumb	isEquipLytSet
0x08055190	0x080551AD	thumb	setEquipLyt
0x080551B0	0x0805521B	thumb	sub_080551B0
0x0805521C	0x08055253	thumb	refreshPartyEquipLyt
0x08055254	0x080552B7	thumb	refreshEquipLyt
0x080552B8	0x080552E3	thumb	clearEquipForEmptyItems
0x080552E4	0x08055349	thumb	sub_080552E4
0x0805534C	0x0805548B	thumb	sub_0805534C
0x0805548C	0x08055557	thumb	sub_0805548C
0x08055558	0x08055593	thumb	sub_08055558
0x08055594	0x08055693	thumb	sub_08055594
0x08055694	0x0805574F	thumb	sub_08055694
0x08055750	0x08055787	thumb	sub_08055750
0x08055788	0x080557BF	thumb	sub_08055788
0x080557C0	0x080557F3	thumb	sub_080557C0
0x080557F4	0x08055827	thumb	sub_080557F4
0x08055828	0x0805585B	thumb	sub_08055828
0x0805585C	0x0805588F	thumb	sub_0805585C
0x08055890	0x080558CB	thumb	sub_08055890
0x080558CC	0x0805592B	thumb	sub_080558CC
0x0805592C	0x08055979	thumb	sub_0805592C
0x0805597C	0x08055AB3	thumb	sub_0805597C
0x08055AB4	0x08055B4F	thumb	sub_08055AB4
0x08055B50	0x08055BDF	thumb	sub_08055B50
0x08055BE0	0x08055C7F	thumb	sub_08055BE0
0x08055C80	0x08055D1F	thumb	sub_08055C80
0x08055D20	0x08055D3B	thumb	sub_08055D20
0x08055D3C	0x08055DA3	thumb	sub_08055D3C
0x08055DA4	0x08055DFF	thumb	sub_08055DA4
0x08055E00	0x08055F43	thumb	sub_08055E00
0x08055F44	0x08055FD3	thumb	sub_08055F44
0x08055FD4	0x0805601B	thumb	setup_battle_music
0x0805601C	0x080560AB	thumb	sub_0805601C
0x080560AC	0x080560F7	thumb	sub_080560AC
0x080560F8	0x0805614B	thumb	sub_080560F8
0x0805614C	0x0805615F	thumb	sub_0805614C
0x08056160	0x0805629B	thumb	sub_08056160
0x0805629C	0x08056333	thumb	sub_0805629C
0x08056334	0x08056407	thumb	sub_08056334
0x08056408	0x080564BF	thumb	sub_08056408
0x080564C0	0x0805650B	thumb	sub_080564C0
0x0805650C	0x08056533	thumb	sub_0805650C
0x08056534	0x0805655B	thumb	sub_08056534
0x0805655C	0x08056583	thumb	sub_0805655C
0x08056584	0x0805661F	thumb	sub_08056584
0x08056620	0x0805673F	thumb	sub_08056620
0x08056740	0x080567DF	thumb	sub_08056740
0x080567E0	0x0805685B	thumb	sub_080567E0
0x0805685C	0x0805689B	thumb	sub_0805685C
0x0805689C	0x080568CF	thumb	sub_0805689C
0x080568D0	0x080568DF	thumb	sub_080568D0
0x080568E0	0x080568EF	thumb	sub_080568E0
0x080568F0	0x080568F3	thumb	nullsub_08
0x080568F4	0x08056947	thumb	sub_080568F4
0x08056948	0x080569A7	thumb	sub_08056948
0x080569A8	0x080569B3	thumb	sub_080569A8
0x080569B4	0x080569B7	thumb	nullsub_086
0x080569B8	0x080569BB	thumb	nullsub_087
0x080569BC	0x08056A1F	thumb	sub_080569BC
0x08056A20	0x08056A4B	thumb	sub_08056A20
0x08056A4C	0x08056A7F	thumb	sub_08056A4C
0x08056A80	0x08056AEF	thumb	sub_08056A80
0x08056AF0	0x08056B17	thumb	sub_08056AF0
0x08056B18	0x08056C8B	thumb	sub_08056B18
0x08056C8C	0x08056CBF	thumb	sub_08056C8C
0x08056CC0	0x08056D77	thumb	sub_08056CC0
0x08056D78	0x08056E27	thumb	sub_08056D78
0x08056E28	0x08056E67	thumb	sub_08056E28
0x08056E68	0x08056F57	thumb	sub_08056E68
0x08056F58	0x08056F6B	thumb	sub_08056F58
0x08056F6C	0x08056FAF	thumb	sub_08056F6C
0x08056FB0	0x08056FBB	thumb	sub_08056FB0
0x08056FBC	0x08057043	thumb	sub_08056FBC
0x08057044	0x0805704F	thumb	sub_08057044
0x08057050	0x0805708B	thumb	sub_08057050
0x0805708C	0x080570EF	thumb	sub_0805708C
0x080570F0	0x0805710F	thumb	sub_080570F0
0x08057110	0x0805712F	thumb	sub_08057110
0x08057130	0x0805714F	thumb	sub_08057130
0x08057150	0x0805716F	thumb	sub_08057150
0x08057170	0x08057203	thumb	sub_08057170
0x08057204	0x0805724F	thumb	sub_08057204
0x08057250	0x0805728F	thumb	sub_08057250
0x08057290	0x080572F7	thumb	sub_08057290
