# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x08051C28	thumb	sub_08051C28
0x08051C34	thumb	nullsub_24
0x08051C38	thumb	sub_08051C38
0x08051C74	thumb	sub_08051C74
0x08051CF4	thumb	sub_08051CF4
0x08051F80	thumb	sub_08051F80
0x08052054	thumb	copy_save_to_iwram
0x08052088	thumb	sub_08052088
0x08052094	thumb	sub_08052094
0x080520A0	thumb	sub_080520A0
0x08052100	thumb	sub_08052100
0x08052128	thumb	sub_08052128
0x0805213C	thumb	sub_0805213C
0x0805217C	thumb	sub_0805217C
0x08052184	thumb	sub_08052184
0x080521A4	thumb	sub_080521A4
0x08052208	thumb	sub_08052208
0x080522A8	thumb	sub_080522A8
0x08052360	thumb	sub_08052360
0x080523B8	thumb	sub_080523B8
0x080523D4	thumb	sub_080523D4
0x0805244C	thumb	sub_0805244C
0x080524EC	thumb	sub_080524EC
0x0805255C	thumb	sub_0805255C
0x08052678	thumb	condenseInventory
0x0805270C	thumb	sub_0805270C
0x0805280C	thumb	sub_0805280C
0x08052864	thumb	sub_08052864
0x080528A0	thumb	sub_080528A0
0x08052964	thumb	sub_08052964
0x08052A64	thumb	sub_08052A64
0x08052AFC	thumb	sub_08052AFC
0x08052BE0	thumb	sub_08052BE0
0x08052CC4	thumb	sub_08052CC4
0x08052D1C	thumb	sub_08052D1C
0x08052DBC	thumb	sub_08052DBC
0x08052EA4	thumb	sub_08052EA4
0x08052EC0	thumb	sub_08052EC0
0x08052F74	thumb	sub_08052F74
0x08052F80	thumb	sub_08052F80
0x08052F9C	thumb	sub_08052F9C
0x08052FC8	thumb	sub_08052FC8
0x08053034	thumb	sub_08053034
0x08053148	thumb	sub_08053148
0x080531C8	thumb	sub_080531C8
0x08053234	thumb	sub_08053234
0x080532E0	thumb	sortPsi
0x08053384	thumb	loadSupportPsi
0x080533F0	thumb	loadOffensePsi
0x0805345C	thumb	loadAssistPsi
0x080534C8	thumb	navigate1DMenuChecked
0x08053598	thumb	navigateScrollingMenu
0x08053620	thumb	navigatePageableMenu
0x080536F8	thumb	sub_080536F8
0x08053754	thumb	navigateTabbedMenu
0x08053804	thumb	sub_08053804
0x08053968	thumb	navigateScrolling2DMenu
0x08053AC8	thumb	sub_08053AC8
0x08053C34	thumb	sub_08053C34
0x08053E98	thumb	getNonPlayablePartyMemberIndex
0x08053EEC	thumb	sub_08053EEC
0x08054108	thumb	sub_08054108
0x08054130	thumb	sub_08054130
0x08054200	thumb	sub_08054200
0x08054264	thumb	sub_08054264
0x080542FC	thumb	sub_080542FC
0x08054360	thumb	sub_08054360
0x0805438C	thumb	sub_0805438C
0x080543E8	thumb	sub_080543E8
0x080544F8	thumb	sub_080544F8
0x08054528	thumb	sub_08054528
0x08054558	thumb	sub_08054558
0x0805458C	thumb	sub_0805458C
0x080545C0	thumb	sub_080545C0
0x08054604	thumb	sub_08054604
0x08054640	thumb	sub_08054640
0x08054670	thumb	sub_08054670
0x08054694	thumb	sub_08054694
0x080546B0	thumb	numItemsInInventory
0x080546D8	thumb	sub_080546D8
0x08054720	thumb	sub_08054720
0x0805476C	thumb	sub_0805476C
0x080547A4	thumb	sub_080547A4
0x0805486C	thumb	sub_0805486C
0x0805493C	thumb	sub_0805493C
0x08054A90	thumb	sub_08054A90
0x08054B30	thumb	sub_08054B30
0x08054B74	thumb	sub_08054B74
0x08054BB8	thumb	buyItem
0x08054BE0	thumb	sub_08054BE0
0x08054CA4	thumb	sub_08054CA4
0x08054CDC	thumb	sub_08054CDC
0x08054EF4	thumb	sub_08054EF4
0x08054F34	thumb	isItemIdEquipment
0x08054F5C	thumb	getCharNameAlt
0x08054FB8	thumb	getCharName
0x08054FCC	thumb	getCharStats
0x08054FE0	thumb	getBufferedCharStats
0x08054FF0	thumb	sub_08054FF0
0x08055008	thumb	getCharIndexInParty
0x08055038	thumb	isCharUnconscious
0x0805504C	thumb	isCharStatsOverworldPlayable
0x08055068	thumb	sub_08055068
0x08055098	thumb	getEquippedItemIndex
0x080550D8	thumb	getInventoryIndex
0x08055104	thumb	sub_08055104
0x08055138	thumb	isItemIdEquipped
0x08055180	thumb	isEquipLytSet
0x08055190	thumb	setEquipLyt
0x080551B0	thumb	sub_080551B0
0x0805521C	thumb	refreshPartyEquipLyt
0x08055254	thumb	refreshEquipLyt
0x080552B8	thumb	clearEquipForEmptyItems
0x080552E4	thumb	sub_080552E4
0x0805534C	thumb	sub_0805534C
0x0805548C	thumb	sub_0805548C
0x08055558	thumb	sub_08055558
0x08055594	thumb	sub_08055594
0x08055694	thumb	sub_08055694
0x08055750	thumb	sub_08055750
0x08055788	thumb	sub_08055788
0x080557C0	thumb	sub_080557C0
0x080557F4	thumb	sub_080557F4
0x08055828	thumb	sub_08055828
0x0805585C	thumb	sub_0805585C
0x08055890	thumb	sub_08055890
0x080558CC	thumb	sub_080558CC
0x0805592C	thumb	sub_0805592C
0x0805597C	thumb	sub_0805597C
0x08055AB4	thumb	sub_08055AB4
0x08055B50	thumb	sub_08055B50
0x08055BE0	thumb	sub_08055BE0
0x08055C80	thumb	sub_08055C80
0x08055D20	thumb	sub_08055D20
0x08055D3C	thumb	sub_08055D3C
0x08055DA4	thumb	sub_08055DA4
0x08055E00	thumb	sub_08055E00
0x08055F44	thumb	sub_08055F44
0x08055FD4	thumb	setup_battle_music
0x0805601C	thumb	sub_0805601C
0x080560AC	thumb	sub_080560AC
0x080560F8	thumb	sub_080560F8
0x0805614C	thumb	sub_0805614C
0x08056160	thumb	sub_08056160
0x0805629C	thumb	sub_0805629C
0x08056334	thumb	sub_08056334
0x08056408	thumb	sub_08056408
0x080564C0	thumb	sub_080564C0
0x0805650C	thumb	sub_0805650C
0x08056534	thumb	sub_08056534
0x0805655C	thumb	sub_0805655C
0x08056584	thumb	sub_08056584
0x08056620	thumb	sub_08056620
0x08056740	thumb	sub_08056740
0x080567E0	thumb	sub_080567E0
0x0805685C	thumb	sub_0805685C
0x0805689C	thumb	sub_0805689C
0x080568D0	thumb	sub_080568D0
0x080568E0	thumb	sub_080568E0
0x080568F0	thumb	nullsub_08
0x080568F4	thumb	sub_080568F4
0x08056948	thumb	sub_08056948
0x080569A8	thumb	sub_080569A8
0x080569B4	thumb	nullsub_086
0x080569B8	thumb	nullsub_087
0x080569BC	thumb	sub_080569BC
0x08056A20	thumb	sub_08056A20
0x08056A4C	thumb	sub_08056A4C
0x08056A80	thumb	sub_08056A80
0x08056AF0	thumb	sub_08056AF0
0x08056B18	thumb	sub_08056B18
0x08056C8C	thumb	sub_08056C8C
0x08056CC0	thumb	sub_08056CC0
0x08056D78	thumb	sub_08056D78
0x08056E28	thumb	sub_08056E28
0x08056E68	thumb	sub_08056E68
0x08056F58	thumb	sub_08056F58
0x08056F6C	thumb	sub_08056F6C
0x08056FB0	thumb	sub_08056FB0
0x08056FBC	thumb	sub_08056FBC
0x08057044	thumb	sub_08057044
0x08057050	thumb	sub_08057050
0x0805708C	thumb	sub_0805708C
0x080570F0	thumb	sub_080570F0
0x08057110	thumb	sub_08057110
0x08057130	thumb	sub_08057130
0x08057150	thumb	sub_08057150
0x08057170	thumb	sub_08057170
0x08057204	thumb	sub_08057204
0x08057250	thumb	sub_08057250
0x08057290	thumb	sub_08057290
0x080572F8	thumb	sub_080572F8
0x0805734C	thumb	sub_0805734C
0x08057384	thumb	sub_08057384
0x080573B8	thumb	sub_080573B8
0x080573E4	thumb	sub_080573E4
0x08057424	thumb	sub_08057424
0x0805757C	thumb	nullsub_25
0x08057580	thumb	sub_08057580
0x08057668	thumb	sub_08057668
0x08057728	thumb	sub_08057728
0x08057760	thumb	sub_08057760
0x08057788	thumb	sub_08057788
0x080577B8	thumb	sub_080577B8
0x080577E8	thumb	sub_080577E8
0x080578B4	thumb	sub_080578B4
0x080578D0	thumb	sub_080578D0
0x080578F8	thumb	sub_080578F8
0x0805791C	thumb	sub_0805791C
0x080579E4	thumb	nullsub_088
0x080579E8	thumb	sub_080579E8
0x08057A14	thumb	sub_08057A14
0x08057A8C	thumb	sub_08057A8C
0x08057B2C	thumb	nullsub_089
0x08057B30	thumb	sub_08057B30
0x08057B54	thumb	sub_08057B54
0x08057BDC	thumb	sub_08057BDC
0x08057C6C	thumb	sub_08057C6C
0x08057CB4	thumb	sub_08057CB4
0x08057D04	thumb	sub_08057D04
0x08057D48	thumb	nullsub_90
0x08057D4C	thumb	sub_08057D4C
0x08057D8C	thumb	sub_08057D8C
0x08057DA0	thumb	sub_08057DA0
0x08057E08	thumb	sub_08057E08
0x08057E3C	thumb	sub_08057E3C
0x08057E70	thumb	sub_08057E70
0x08057ED0	thumb	sub_08057ED0
0x08057F70	thumb	nullsub_46
0x08057F74	thumb	sub_08057F74
0x08057F98	thumb	sub_08057F98
0x08057FB0	thumb	sub_08057FB0
0x08058068	thumb	sub_08058068
0x0805813C	thumb	sub_0805813C
0x080581F4	thumb	sub_080581F4
0x080582DC	thumb	sub_080582DC
0x080583A0	thumb	sub_080583A0
0x08058468	thumb	sub_08058468
0x080584AC	thumb	sub_080584AC
0x0805850C	thumb	sub_0805850C
0x08058538	thumb	sub_08058538
0x08058548	thumb	sub_08058548
0x080585C4	thumb	sub_080585C4
0x080585F0	thumb	nullsub_9
0x080585F4	thumb	nullsub_10
0x080585F8	thumb	sub_080585F8
0x08058614	thumb	sub_08058614
0x08058630	thumb	sub_08058630
0x08058640	thumb	nullsub_11
0x08058644	thumb	sub_08058644
0x08058698	thumb	sub_08058698
0x080586C8	thumb	sub_080586C8
0x08058710	thumb	nullsub_91
0x08058714	thumb	nullsub_92
0x08058718	thumb	sub_08058718
0x0805875C	thumb	sub_0805875C
0x08058790	thumb	sub_08058790
0x08058804	thumb	sub_08058804
0x08058810	thumb	sub_08058810
0x08058884	thumb	sub_08058884
0x08058A48	thumb	sub_08058A48
0x08058A80	thumb	sub_08058A80
0x08058B04	thumb	sub_08058B04
0x08058B14	thumb	sub_08058B14
0x08058BCC	thumb	sub_08058BCC
0x08058C54	thumb	sub_08058C54
0x08058CE4	thumb	sub_08058CE4
0x08058D08	thumb	sub_08058D08
0x08058D4C	thumb	sub_08058D4C
0x08058D74	thumb	sub_08058D74
0x08058D94	thumb	sub_08058D94
0x08058DA0	thumb	sub_08058DA0
0x08058E04	thumb	sub_08058E04
0x08058E34	thumb	sub_08058E34
0x08058FAC	thumb	sub_08058FAC
0x08058FE4	thumb	sub_08058FE4
0x08059094	thumb	sub_08059094
0x080590E4	thumb	sub_080590E4
0x08059128	thumb	sub_08059128
0x080591BC	thumb	sub_080591BC
0x080592A8	thumb	sub_080592A8
0x0805931C	thumb	sub_0805931C
0x08059358	thumb	sub_08059358
0x080593B8	thumb	sub_080593B8
0x08059404	thumb	sub_08059404
0x08059500	thumb	sub_08059500
0x08059548	thumb	sub_08059548
0x08059594	thumb	sub_08059594
0x080595D8	thumb	sub_080595D8
0x08059608	thumb	sub_08059608
0x080596A0	thumb	sub_080596A0
0x0805980C	thumb	checkSoftReset
0x08059828	thumb	sub_08059828
0x08059840	thumb	sub_08059840
0x08059898	thumb	sub_08059898
0x08059940	thumb	sub_08059940
0x080599A8	thumb	sub_080599A8
0x080599F4	thumb	sub_080599F4
0x08059A8C	thumb	sub_08059A8C
0x08059B00	thumb	nullsub_12
0x08059B04	thumb	sub_08059B04
0x08059B10	thumb	sub_08059B10
0x08059B30	thumb	sub_08059B30
0x08059B88	thumb	sub_08059B88
0x08059BE4	thumb	sub_08059BE4
0x08059C34	thumb	sub_08059C34
0x08059C50	thumb	sub_08059C50
0x08059D80	thumb	sub_08059D80
0x08059E18	thumb	sub_08059E18
0x08059E44	thumb	sub_08059E44
0x08059F6C	thumb	sub_08059F6C
0x08059FD8	thumb	sub_08059FD8
0x0805A0A0	thumb	sub_0805A0A0
0x0805A1A0	thumb	sub_0805A1A0
0x0805A200	thumb	sub_0805A200
0x0805A2A0	thumb	sub_0805A2A0
0x0805A2C8	thumb	sub_0805A2C8
0x0805A2DC	thumb	sub_0805A2DC
0x0805A2F4	thumb	sub_0805A2F4
0x0805A310	thumb	sub_0805A310
0x0805A378	thumb	sub_0805A378
0x0805A408	thumb	sub_0805A408
0x0805A418	thumb	sub_0805A418
0x0805A464	thumb	sub_0805A464
0x0805A484	thumb	nullsub_93
0x0805A488	thumb	sub_0805A488
0x0805A4BC	thumb	sub_0805A4BC
0x0805A508	thumb	sub_0805A508
0x0805A520	thumb	sub_0805A520
0x0805A568	thumb	sub_0805A568
0x0805A638	thumb	sub_0805A638
0x0805A778	thumb	sub_0805A778
0x0805A800	thumb	sub_0805A800
0x0805A844	thumb	sub_0805A844
0x0805A904	thumb	sub_0805A904
0x0805A9BC	thumb	sub_0805A9BC
0x0805AA90	thumb	sub_0805AA90
0x0805AB48	thumb	sub_0805AB48
0x0805AC30	thumb	sub_0805AC30
0x0805ACF4	thumb	sub_0805ACF4
0x0805AD24	thumb	sub_0805AD24
0x0805AD48	thumb	sub_0805AD48
0x0805AD54	thumb	sub_0805AD54
0x0805ADBC	thumb	sub_0805ADBC
0x0805AE4C	thumb	sub_0805AE4C
0x0805AE64	thumb	sub_0805AE64
0x0805AE94	thumb	sub_0805AE94
0x0805AEE0	thumb	sub_0805AEE0
0x0805AEEC	thumb	sub_0805AEEC
0x0805AF34	thumb	sub_0805AF34
0x0805AFCC	thumb	sub_0805AFCC
0x0805B0DC	thumb	sub_0805B0DC
0x0805B138	thumb	sub_0805B138
0x0805B1F0	thumb	sub_0805B1F0
0x0805B2C4	thumb	sub_0805B2C4
0x0805B37C	thumb	sub_0805B37C
0x0805B464	thumb	sub_0805B464
0x0805B528	thumb	sub_0805B528
0x0805B5F4	thumb	sub_0805B5F4
0x0805B640	thumb	sub_0805B640
0x0805B648	thumb	sub_0805B648
0x0805B65C	thumb	sub_0805B65C
0x0805B670	thumb	sub_0805B670
0x0805B6BC	thumb	sub_0805B6BC
0x0805B708	thumb	sub_0805B708
0x0805B714	thumb	sub_0805B714
0x0805B740	thumb	sub_0805B740
0x0805B76C	thumb	sub_0805B76C
0x0805B79C	thumb	sub_0805B79C
0x0805B7CC	thumb	nullsub_94
0x0805B7D0	thumb	nullsub_13
0x0805B7D4	thumb	sub_0805B7D4
0x0805B810	thumb	sub_0805B810
0x0805B8D0	thumb	sub_0805B8D0
0x0805B99C	thumb	sub_0805B99C
0x0805B9AC	thumb	init_battle
0x0805B9F4	thumb	sub_0805B9F4
0x0805BA98	thumb	sub_0805BA98
0x0805BAD4	thumb	sub_0805BAD4
0x0805BAF4	thumb	sub_0805BAF4
0x0805BB14	thumb	sub_0805BB14
0x0805BB34	thumb	sub_0805BB34
0x0805BC8C	thumb	sub_0805BC8C
0x0805C0A0	thumb	sub_0805C0A0
0x0805C0B4	thumb	sub_0805C0B4
0x0805C0CC	thumb	sub_0805C0CC
0x0805C0F0	thumb	sub_0805C0F0
0x0805C114	thumb	sub_0805C114
0x0805C168	thumb	sub_0805C168
0x0805C178	thumb	sub_0805C178
0x0805C1A8	thumb	getNeededXP
0x0805C1DC	thumb	ch_has_psi
0x0805C21C	thumb	sub_0805C21C
0x0805C248	thumb	sub_0805C248
0x0805C2AC	thumb	sub_0805C2AC
0x0805C300	thumb	setPsiLearned
0x0805C364	thumb	isPsiLearned
0x0805C3B8	thumb	sub_0805C3B8
0x0805C458	thumb	sub_0805C458
0x0805C518	thumb	ch_is_lucas
0x0805C530	thumb	ch_is_kumatora
0x0805C548	thumb	sub_0805C548
0x0805C58C	thumb	sub_0805C58C
0x0805C5B8	thumb	sub_0805C5B8
0x0805C7F0	thumb	sub_0805C7F0
0x0805C7F8	thumb	sub_0805C7F8
0x0805C82C	thumb	sub_0805C82C
0x0805C850	thumb	sub_0805C850
0x0805C888	thumb	sub_0805C888
0x0805C894	thumb	sub_0805C894
0x0805C8AC	thumb	sub_0805C8AC
0x0805CB78	thumb	sub_0805CB78
0x0805CBE0	thumb	sub_0805CBE0
0x0805CC10	thumb	sub_0805CC10
0x0805CC4C	thumb	sub_0805CC4C
0x0805CC5C	thumb	sub_0805CC5C
0x0805CCA4	thumb	sub_0805CCA4
0x0805CCDC	thumb	sub_0805CCDC
0x0805CD30	thumb	sub_0805CD30
0x0805CDD8	thumb	sub_0805CDD8
0x0805CE34	thumb	sub_0805CE34
0x0805CE5C	thumb	sub_0805CE5C
0x0805CE74	thumb	sub_0805CE74
0x0805D06C	thumb	sub_0805D06C
0x0805D140	thumb	sub_0805D140
0x0805D154	thumb	sub_0805D154
0x0805D178	thumb	sub_0805D178
0x0805D1AC	thumb	sub_0805D1AC
0x0805D210	thumb	setRNG__Fi
0x0805D21C	thumb	shuffleRNG__Fv
0x0805D234	thumb	randRange__Fii
0x0805D260	thumb	sub_0805D260
0x0805D2A4	thumb	__6ResPtr
0x0805D2B4	thumb	_._6ResPtr
0x0805D2D4	thumb	set__6ResPtrR6ResPtr
0x0805D2DC	thumb	type__C6ResPtr
0x0805D2F0	thumb	LoadRes
0x0805D328	thumb	init__15SystemAllocatorP3FitUi
0x0805D350	thumb	instance__15SystemAllocator
0x0805D35C	thumb	destroy__15SystemAllocator
0x0805D380	thumb	__15SystemAllocatorP3FitUi
0x0805D3A0	thumb	_._15SystemAllocator
0x0805D3B4	thumb	__builtin_new
0x0805D3C8	thumb	__builtin_vec_new
0x0805D3DC	thumb	__nw__FUlPv
0x0805D3E0	thumb	__builtin_delete
0x0805D3F4	thumb	__builtin_vec_delete
0x0805D408	thumb	manager__13SystemManager
0x0805D410	thumb	makeInstance__13SystemManager
0x0805D440	thumb	get__13SystemManager
0x0805D44C	thumb	destroy__13SystemManager
0x0805D488	thumb	getRTTI__6System
0x0805D494	thumb	__6System
0x0805D568	thumb	_._6System
0x0805D5BC	thumb	getHandle__6System
0x0805D5C0	thumb	sub_0805D5C0__6System
0x0805D5D0	thumb	sub_0805D5D0__6System
0x0805D604	thumb	sub_0805D604__6System
0x0805D638	thumb	sub_0805D638__6System
0x0805D64C	thumb	getGameProgression__6System
0x0805D6F8	thumb	sub_0805D6F8__6Systemi
0x0805D74C	thumb	system_callback__FP6System
0x0805D768	thumb	checkResetKeys__6System
0x0805D784	thumb	_GLOBAL_.I.setRNG__Fi
0x0805D7A0	thumb	get__14RoundBeginRTTI
0x0805D7A8	thumb	getRTTI__10RoundBegin
0x0805D7B4	thumb	get__12RoundEndRTTI
0x0805D7BC	thumb	getRTTI__8RoundEnd
0x0805D7C8	thumb	get__17UnitTurnBeginRTTI
0x0805D7D0	thumb	getRTTI__13UnitTurnBegin
0x0805D7DC	thumb	get__15UnitTurnEndRTTI
0x0805D7E4	thumb	getRTTI__11UnitTurnEnd
0x0805D7F0	thumb	get__17ShowDownAsWinRTTI
0x0805D7F8	thumb	getRTTI__13ShowDownAsWin
0x0805D804	thumb	get__20ShowDownAsEscapeRTTI
0x0805D80C	thumb	getRTTI__16ShowDownAsEscape
0x0805D818	thumb	get__18ShowDownAsLoseRTTI
0x0805D820	thumb	getRTTI__14ShowDownAsLose
0x0805D82C	thumb	manager__13BattleManager
0x0805D834	thumb	makeInstance__13BattleManager
0x0805D874	thumb	get__13BattleManager
0x0805D880	thumb	destroy__13BattleManager
0x0805D8BC	thumb	getRTTI__6Battle
0x0805D8C8	thumb	sub_0805D8C8
0x0805D8FC	thumb	__6BattleUs
0x0805DB84	thumb	dt__6Battle
0x0805DC1C	thumb	sub_0805DC1C__6Battle
0x0805DC6C	thumb	battle_128__6Battle
0x0805DDE4	thumb	battle_130__6Battle
0x0805DDF4	thumb	battle_68__6Battle
0x0805DE20	thumb	battle_70__6Battle
0x0805DE24	thumb	battle_78__6Battle
0x0805DEB0	thumb	battle_80__6Battle
0x0805DEDC	thumb	battle_88__6Battle
0x0805DF00	thumb	battle_90__6Battle
0x0805E0EC	thumb	battle_98__6Battle
0x0805E1BC	thumb	battle_a0__6Battle
0x0805E2B0	thumb	battle_a8__6Battle
0x0805E338	thumb	getNextPlayer__6BattleP4Unit
0x0805E390	thumb	tryKillPlayer__6BattleP4Unit
0x0805E428	thumb	battle_b0__6Battle
0x0805E454	thumb	battle_b8__6BattleP4Unit
0x0805E510	thumb	battle_c0__6Battle
0x0805E59C	thumb	battle_c8__6BattleUc
0x0805E664	thumb	battle_d0__6Battle
0x0805E668	thumb	battle_d8__6Battle
0x0805E66C	thumb	battle_e0__6Battle
0x0805E670	thumb	setBattleResult__6Battleib
0x0805E690	thumb	battle_e8__6Battle
0x0805E700	thumb	onWin__6Battle
0x0805E808	thumb	sub_0805E808__6Battle
0x0805E8A4	thumb	onEscape__6Battle
0x0805E8F0	thumb	onLose__6Battle
0x0805E9BC	thumb	sub_0805E9BC__6Battle
0x0805E9EC	thumb	battle_108__6Battle
0x0805EA38	thumb	battle_110__6Battle
0x0805EA5C	thumb	battle_118__6Battle
0x0805EA78	thumb	battle_120__6Battle
0x0805EA7C	thumb	battle_138__6Battle
0x0805EA80	thumb	battle_140__6Battle
0x0805EA84	thumb	battle_148__6Battle
0x0805EA88	thumb	battle_150__6Battle
0x0805EA8C	thumb	battle_158__6Battle
0x0805EA90	thumb	battle_160__6Battle
0x0805EAA8	thumb	battle_168__6Battle
0x0805EAC4	thumb	isFightBoss__6Battle
0x0805EADC	thumb	battleGroup__6Battle
0x0805EAF0	thumb	battle_180__6Battle
0x0805EB08	thumb	battle_188__6Battle
0x0805EB24	thumb	battle_190__6Battle
0x0805EB38	thumb	battle_198__6Battle
0x0805EB4C	thumb	battle_1a0__6Battle
0x0805EB60	thumb	battle_1a8__6Battle
0x0805EC00	thumb	isBattleWon__6Battle
0x0805EC14	thumb	roundNo__6Battle
0x0805EC18	thumb	battle_1c0__6Battle
0x0805EC2C	thumb	battle_1c8__6Battle
0x0805EC40	thumb	battle_1d0__6Battle
0x0805EC54	thumb	isBattleLost__6Battle
0x0805EC68	thumb	battle_1e0__6Battle
0x0805EC7C	thumb	battle_1e8__6Battle
0x0805ED14	thumb	battle_1f0__6Battle
0x0805EDAC	thumb	battle_1f8__6Battle
0x0805EDB0	thumb	battle_200__6Battle
0x0805EDB8	thumb	battle_208__6Battle
0x0805EDBC	thumb	battle_210__6Battle
0x0805EDC0	thumb	partyInfo__6Battle
0x0805EDC4	thumb	guestInfo__6Battle
0x0805EDC8	thumb	monsterInfo__6Battle
0x0805EDCC	thumb	battle_230__6Battle
0x0805EDD0	thumb	battle_238__6Battle
0x0805EDD4	thumb	nullsub_95
0x0805EDD8	thumb	_GLOBAL_I_BattleManager
0x0805EE80	thumb	__6Battle
0x0805EEA0	thumb	u__11UnitTurnEnd
0x0805EEA4	thumb	__11UnitTurnEndP4Unit
0x0805EEC0	thumb	__11UnitTurnEnd
0x0805EED8	thumb	u__13UnitTurnBegin
0x0805EEDC	thumb	__13UnitTurnBeginP4Unit
0x0805EEF8	thumb	__13UnitTurnBegin
0x0805EF10	thumb	t___8RoundEnd
0x0805EF14	thumb	__8RoundEndUs
0x0805EF34	thumb	__8RoundEnd
0x0805EF50	thumb	t__10RoundBegin
0x0805EF54	thumb	__10RoundBeginUs
0x0805EF74	thumb	__10RoundBegin
0x0805EF90	thumb	init__13BattleFactory
0x0805EFEC	thumb	put__13BattleFactoryUsPFUs_Pv
0x0805EFFC	thumb	create__13BattleFactoryUs
0x0805F018	thumb	sub_0805F018
0x0805F0C4	thumb	nullsub_26
0x0805F0C8	thumb	sub_0805F0C8
0x0805F0FC	thumb	sub_0805F0FC
0x0805F134	thumb	sub_0805F134
0x0805F138	thumb	sub_0805F138
0x0805F140	thumb	sub_0805F140
0x0805F1C0	thumb	sub_0805F1C0
0x0805F448	thumb	sub_0805F448
0x0805F478	thumb	sub_0805F478
0x0805F624	thumb	sub_0805F624
0x0805F6B0	thumb	sub_0805F6B0
0x0805F788	thumb	sub_0805F788
0x0805F83C	thumb	sub_0805F83C
0x0805F840	thumb	sub_0805F840
0x0805F860	thumb	sub_0805F860
0x0805F8E8	thumb	sub_0805F8E8
0x0805F95C	thumb	sub_0805F95C
0x0805F98C	thumb	sub_0805F98C
0x0805FA48	thumb	sub_0805FA48
0x0805FA8C	thumb	sub_0805FA8C
0x0805FB30	thumb	sub_0805FB30
0x0805FBA8	thumb	sub_0805FBA8
0x0805FC18	thumb	sub_0805FC18
0x0805FC88	thumb	sub_0805FC88
0x0805FCF8	thumb	sub_0805FCF8
0x0805FE30	thumb	sub_0805FE30
0x08060038	thumb	sub_08060038
0x08060340	thumb	sub_08060340
0x080604CC	thumb	sub_080604CC
0x08060664	thumb	sub_08060664
0x080608BC	thumb	sub_080608BC
0x08060A48	thumb	sub_08060A48
0x08060AE8	thumb	sub_08060AE8
0x08060AEC	thumb	sub_08060AEC
0x08060AF8	thumb	sub_08060AF8
0x08060AFC	thumb	sub_08060AFC
0x08060B08	thumb	sub_08060B08
0x08060B0C	thumb	sub_08060B0C
0x08060B14	thumb	sub_08060B14
0x08060B20	thumb	sub_08060B20
0x08060B54	thumb	tellExperience
0x08060CF8	thumb	metalMonkeyCheck
0x08060D78	thumb	sub_08060D78
0x08060DA0	thumb	sub_08060DA0
0x08060DC0	thumb	sub_08060DC0
0x08060DE0	thumb	sub_08060DE0
0x08060E0C	thumb	sub_08060E0C
0x08060E1C	thumb	sub_08060E1C
0x08060E34	thumb	sub_08060E34
0x08060E38	thumb	sub_08060E38
0x08060E70	thumb	sub_08060E70
0x08060E80	thumb	sub_08060E80
0x08060E8C	thumb	sub_08060E8C
0x08060EAC	thumb	sub_08060EAC
0x08060EB0	thumb	sub_08060EB0
0x08060ED4	thumb	sub_08060ED4
0x08060F7C	thumb	sub_08060F7C
0x08060F80	thumb	init__13PlayerFactory
0x08060FF4	thumb	put__13PlayerFactoryUsPFUsUs_Pv
0x08061004	thumb	create__13PlayerFactoryUsUs
0x08061024	thumb	sub_08061024
0x08061048	thumb	sub_08061048
0x0806105C	thumb	tellPresent
0x0806124C	thumb	druggedPresentCheck
0x080612FC	thumb	reqInventorySlot
0x08061338	thumb	tellPlayerInventoryFull
0x08061400	thumb	throwAwayItem
0x08061678	thumb	sub_08061678
0x080616C4	thumb	sub_080616C4
0x0806176C	thumb	checkGiveUpItem
0x0806188C	thumb	tellGaveUpItem
0x08061954	thumb	sub_08061954
0x08061974	thumb	init__18PlayerSkillFactory
0x08061A3C	thumb	put__18PlayerSkillFactoryUsPFUsP4Unit_Pv
0x08061A4C	thumb	create__18PlayerSkillFactoryUsP4Unit
0x08061A68	thumb	sub_08061A68
0x08061AE8	thumb	sub_08061AE8
0x08061B30	thumb	sub_08061B30
0x08061B94	thumb	sub_08061B94
0x08061C0C	thumb	sub_08061C0C
0x08061C1C	thumb	sub_08061C1C
0x08061CC8	thumb	sub_08061CC8
0x08061DE4	thumb	sub_08061DE4
0x08061DE8	thumb	sub_08061DE8
0x08061DF4	thumb	battle_end_callback__FP5Guest
0x08061E0C	thumb	get__9GuestRTTI
0x08061E14	thumb	getRTTI__5Guest
0x08061E20	thumb	getName__FUi
0x08061E4C	thumb	__5GuestUs
0x08061F3C	thumb	setupStats__5Guest
0x08062034	thumb	_._5Guest
0x08062050	thumb	onTurn__5Guest
0x080620DC	thumb	guest_2c0__5Guest
0x080620E0	thumb	guest_2e8__5GuestP6Action
0x0806217C	thumb	unit_178__5Guest
0x08062180	thumb	id__C5Guest
0x08062188	thumb	name__C5Guest
0x0806219C	thumb	level__C5Guest
0x080621A4	thumb	attackSfx__5Guest
0x080621A8	thumb	critSfx__5Guest
0x080621AC	thumb	missSfx__5Guest
0x080621B0	thumb	guest_callback1__FP5Guest
0x080621CC	thumb	onRoundBegin__5Guest
0x080621D0	thumb	guest_callback2__FP5Guest
0x080621EC	thumb	onRoundEnd__5Guest
0x080621F0	thumb	_GLOBAL_.I.battle_end_callback__FP5Guest
